user,total_volume,Points
0x44306c23fc2ea97da18c349042dc62f504923a63,4505576.585,22908.9373445493
0x63ce0df2a7a6b5c909e3ae8e1243d550adba916e,4486038.598,22809.5950047672
0xb8187b9ef4f81061ee346f0e320896a881542e10,4441023.45540197,22580.7121832505
0x90d621b4a0863e3a031dd933b25da2785f53080a,4436811.73050399,22559.2973565397
0x9d3f2735904881ea4f1e1097a7ce07e503fab0d5,4397460.22484105,22359.2117158589
0x388a3c5da4ef7fe12ac6cd929ce1b560b6ddf3e2,4332244.41499095,22027.6171078116
0x0ff7f5043dd39186c2df04f81cfa95672b8a3994,4284932.722,21787.0573059868
0xf18d5b1bb91ec405b2514c66969abb87d373d7e1,4255498.24799135,21637.3955461404
0xd6e1357a8268b1fa2e86702756e49623e7ceb136,4241914.743121,21568.3292110945
0xb69fd1c676c391f701a2b5174d7661cf45b2bffe,4200629.43917695,21358.4110300445
0x2dbad8f0f155b6deb868110d221e6ea712f9982b,4173849.568,21222.24679461
0xb777dfe3ec1d49623babf6fd807352d2828b8ca2,4143393.845,21067.3924187433
0x2db7a36598ff364ba36592ee30fdcdc17f7939ab,4060338.744,20645.0926155863
0x1ea2a806f60d3abd361b2e9ec992ba7b85258343,3961049.169,20140.2474287983
0x19936a3043d8b317c368247b7e8adf3809c0080c,3900476.84,19832.2629425299
0xc4e75a1ca2eb5ab0596f34e0ef934faef9a5c340,3864181.57735471,19647.7169954888
0x067b9d0562b1bbb405f05e595347c88d224997de,3821081.7503951,19428.5727379778
0x6a5f44d24dca8417db339203d9e07d23321f030b,3779474.25490647,19217.0163501925
0x99b817435601283624253b441936b025df73924f,3779312.306,19216.1929090011
0x7e028136aaf176b8e338581c0e62857d8b7f5ef4,3760373.61539266,19119.8977360468
0xd9144f78e0cf813d835da362f08c19554668d9fe,3612332.85527201,18367.1735432466
0x6bdb8fb76eefd39c5438b04529f31644fc8f04c2,3580704.977,18206.3592572157
0x62016b340492521827fc3837571553227d54481d,3559672.20775378,18099.4165865599
0x78728fa68e9f07704ddad785007fa021d7b140a0,3528145.59974076,17939.11721665
0x7d4c4d5380ca2f9c7a091bb622b80613da7eae8c,3511510.33559356,17854.5339858761
0x4103fae2c315e037b20ff7c625a1b825cac30bf1,3506374.39429013,17828.4199125038
0x695bf7c07c76a1e7f317853567115082f2ca44c6,3425420.353,17416.80310282
0x1d69d3cdebb5c3e2b8b73cc4d49aa145ecb7950f,3379686.61422239,17184.2665258864
0xa24dfe0bb27139bfc01254bcce9d95ac1d1658ed,3377448.7695499,17172.8880391551
0x578c933342a2300ed4b58ceb28cff2bea92ea4c2,3359090.25321354,17079.5428051869
0x99a4c383adcc704f0f9b3966a0d23660caff4b77,3356493.067,17066.3372198161
0x6a018ad51de844243ce7fb743c3e5f4481df6858,3342440.9343682,16994.888112261
0xb442bc82e2fca9a56dec1954005ef012df4106bf,3339148.22049231,16978.146065055
0x421d9cedf47ea245a1f31a1ddeace7eade7d4947,3335975.302,16962.013126336
0xd4ec40f25a06494658f95b8286e61311bddafeca,3322598.639,16893.9984940764
0xb4bd96e23dea3ee89fdca95ce2a1f1dc0d7bcc77,3236091.704,16454.1475856751
0x7f2e54d53258dc45b8581f11f924075146608d19,3223631.87511984,16390.7946642999
0x2a94086c36f9b26f21d9b7ab4419f6dc31c677c1,3129855.67160554,15913.9826225579
0x0eb4d9088b4873df8d66b2706b2232fde75b476a,3073977.588,15629.8663741482
0x55759be298147ecad66fab2708842a294ab97be8,3069585.35127124,15607.5337216844
0x0f11fc1644a4479598c84c36e7d8c95fb0d7af5f,3029333.99009958,15402.8726991231
0xb6b0efc1c1440e5eb7abd8661606272d13c4fe6b,3018349.76243434,15347.0225812494
0x779f88bdb85ca1007cc1627ba9513a81d74ab8a7,3010140.05276855,15305.2797053261
0xcfd4f8123f3ec8c997b91d893fdad40bb9c0a62a,2987628.975,15190.8204656641
0x11d67fa925877813b744abc0917900c2b1d6eb81,2983832.276,15171.5158688237
0x0d7661a7b7a89b40b6db128900557e4f1d1b3789,2969782.986,15100.0812148403
0x3077c2f61ee246207012081eb8498df33d6bd7db,2926620.654,14880.619145829
0xfe19802124b71f37e1cef8529b9bd32fcae958e6,2901044.58696,14750.5757415531
0x8fee1be01aa46f5c6d7e8ef2d36b8d255dfa224c,2887402.036,14681.2091822979
0x07eac6dc2af876d2f0402f6804cc6ceaa0cd20cd,2871907.45422645,14602.425835409
0xdf85ca6fd65e4b5a3dfa076b3f585437f3aabd18,2762510.44867214,14046.1886704991
0x06823c238a56c255961ab71894817a69549fdfca,2735482.26283642,13908.7618608187
0x26dd7126ce8ba22ccd2f77affb41fcd44789c26a,2720662.86948767,13833.4115594075
0xea173fdc768c9a363753108660132bdc6353124e,2634244.458,13394.0107553512
0x76021ca9999697c0669d04095e68fa4589432321,2599704.964,13218.3921438303
0x7e3e7cc5044f84fd813fe3d283c6fadcf9c42c23,2582823.3580468,13132.5563699263
0x219b18a7daf170b1686ebd9a0ddafc9b1b0eeb27,2569900.148,13066.8473527412
0x3bab1fc6f0e2265b5fea6a23d154bc4b0c67f1f9,2550582.48639459,12968.6252737214
0xf8992a1f4e302460bd49a1646ee315d810235212,2544827.803,12939.3651604291
0xb08cd8d53c9463935faf555a1ee53e847d98a61a,2533075.36278207,12879.6090090201
0x28bbad4cbf7264c0c550bd1414222515059fa9b9,2532655.784,12877.4756296738
0xaf253adaeb11014f254ce98c75d20490def8df23,2523256.189,12829.6826937739
0x836357ede28782e3fa971a6faa34d145405d91e9,2522324.42256434,12824.9450584254
0xdcb7943f8454a5742b2b881b6ecfc8c7d198f631,2503152.272,12727.4628410549
0x82d5b372cfb8acd81190ac2a126b66ad6ef9d7c7,2460485.73425354,12510.5216745909
0xbfbc1a9d959f3140ef3ba0073f1044a02be7b637,2456233.81805814,12488.9024922561
0xd600ee8c118b0617cac8b0c297eaa54631857fb1,2454703.601,12481.1219904608
0xd5e806d2da3b24970c23a5fceb759c36e87be0a1,2428677.741,12348.7915806165
0xa2b615a078fdfba4cf495836a135a80f690fa126,2422103.2671766,12315.3631822634
0x94382cf5d7f6eb2de5e5f41553086f08b14e11be,2401390.70397933,12210.0486229435
0xbc8819c1821bc52b5d30d2dd52f0cb6110510005,2382080.35,12111.8637000889
0x8f8fcfbc0f0e0905edef4c2aea31389ad653341d,2378244.763,12092.3613743366
0xbdaf1d90173ea2066cba7326f744e017698f089a,2366756.998,12033.9509836466
0x136ea1a4965fbe2587cfdb26d08c7afdee0da608,2363488.44360525,12017.3317771091
0x940e5beda70265b3891a1bd8bc8c74fcf342a033,2327855.80617752,11836.1549969894
0x2a7a36211d306cec6cdad19c48840b5b9f9423e6,2314118.585,11766.3070800121
0xc1725953be260ecd5c5ca21eb5524d4986afd06f,2309574.52687132,11743.2024804129
0x8b8fbe6f27a1fa2a8df33ace05c396a389b1df61,2294422.381,11666.1602741929
0xbb0679cb3611b90a8e764886ddc3b5619b9c86d2,2287401.03073419,11630.4596995208
0xc8c6c74cffba0db57faafaa511d85d386de02765,2244270.9792163,11411.1617630081
0xdad18e6af9886ad4a9b9ed3ab9a50d33b3f58e7d,2238733.27307333,11383.0048865976
0xb9ee6cadcab9f461e2c6e3bf9cd233516f69480e,2229765.137,11337.4057355178
0xc1d125c250e47e6ee95a50c4d5481e9dcf1cd12c,2218386.73490133,11279.5514085871
0xa7bf010acc24b923f9cf8acbaae524af3e989892,2213095.008,11252.6452318215
0x92cea8decafd67b90f6d5c61ddb4de1472ada07a,2208710.99609496,11230.3543990822
0x46b47a57f6809223794e1e1e83bb6fa1020496f1,2195912.065,11165.2772874185
0x3f7c10cbbb1ea1046a80b738b9eaf3217410c7f6,2188030.56585729,11125.2032221717
0x418caebb1526a6a592f38f574985503bf2d00115,2174953.61,11058.7124730433
0x9d6dd96cbb7d508b7526086191b41040d297d457,2162341.24059427,10994.5839480851
0xadd7a1ed12c52af46ed43575328ea21439b3054d,2148169.112,10922.5247121849
0xcf1cf25e5cd7aea5f86d8400d600411be1d85d90,2147524.04559768,10919.2448243581
0xc4270adbc6d6e8a52b5fb8dad0cd196bd7b2bbd6,2145773.649,10910.3448034112
0xbe878c39929ed3e79a9fff31a4415da9a45fa73c,2130417.876,10832.2672399967
0xca590551c68a1a67d54770efe8d89c0276df956f,2075345.23487291,10552.2463234331
0x5bba058da2a3ea328c8d8704b0a08b44cf47814b,2054970.02249734,10448.647049314
0x90dde8a056363a80724b4177e41bdc6c76dac58c,2054350.166,10445.4953431135
0xe70de11da5e903d6a64e82719f6484f0849680a1,2032720.884,10335.5196592476
0xe76d3088a17db308a64e7a7d321432f20246bc1a,1996013.47212761,10148.8781089819
0x11b03f72b6dc5028343cea54001fae760689d72c,1981142.84107129,10073.2672856574
0x6776b04c0660f0460a8e09da457fbf819c77dc07,1965599.40264278,9994.2355234934
0xb3ddc2a5b4ebdb7640191906bd4195e23e17142c,1954241.855,9936.48723258599
0x940f450c4025b01213e36f71a921d7fa0de47ed5,1945609.074,9892.59321917678
0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46,1935075.18063352,9839.03285934841
0xb787218aa197777dfa7443ff31250174b6aacbaa,1925569.143,9790.69870800666
0xa95830e6121c6195f7c12e4958130ce64befefb4,1866332.70513329,9489.50665899775
0xca9ad076f2c25571c719df64b2ec1d4087e15f57,1850902.02355295,9411.04821736686
0xb8b0cc3793bbbfdb997fec45828f172e5423d3e2,1806069.40627115,9183.09345931875
0x5497b5726cacc185c8294da111a3319a0c33a6bb,1802983.68,9167.40385589628
0x3e91ea006f8b2394a6db8ab0225309ad6e7ed9cb,1798214.82345786,9143.15625213948
0x3a00b3c58e45f2d5ce8e6929f6d12d792b0c3323,1797432.89778228,9139.18049321672
0x6b6e2fbedf0c5146dca6d0b31db6fabb98d5bbad,1794957.547,9126.59438910613
0xcf1d714e94f36c3a5248d09b4ffb9d7a8da0e862,1793559.83657157,9119.48762706877
0xa21944728cb25c4d936cf58c4cef8e706158d544,1784658.17590165,9074.22647509356
0xab8410bb53ce7e27bd45b86ec7b3688159c512ec,1755799.6385548,8927.49310779595
0x2ddf65f5ef0eee5029b7b04315376f3d1b646a35,1747576.5136426,8885.6820210602
0xd87ecc6c74f486b044824a222326a96f696fcfa2,1730845.05355959,8800.60967493682
0x42bf389b0ccfecd19ced32b661fda2239df2e209,1713120.0993079,8710.48583424153
0xca4016464d6d74e4cdc4a7b3c065ca7c57ca9bd2,1709639.555,8692.78874931347
0x542f63d04afd47fcc27a7d453aa56ccdb53891b1,1693080.72156061,8608.59413612573
0xf2870dde3e94663ce8c7aaf242ca20ce07c5d02b,1690938.936,8597.70406905267
0x302efe698e7de77326079eb78fb2a5800a157f67,1679120.407,8537.61188434381
0x13f0d371407dbb16008495b51e2fb750ff211cb3,1668189.07538986,8482.03072037405
0x6cb6637c03666f1fa3730b0f31065beda3cb8396,1654480.57939977,8412.32885873652
0xc2834346135e4a4a99ae4dbd61e31e888a3a25c3,1637659.74781816,8326.80209661928
0x4769d6c23b8a1a663d440a9005828bb45c5b5f25,1620704.677,8240.59278517648
0x889950ab2ef96def7daf9f7d11880bf320853558,1596148.885,8115.73704479319
0x203e39b20e66b58fb9172df850e8c89fac26021d,1586533.302,8066.84590193443
0x75066d49b26054361fae0c0a299bcd5fc07b3213,1586459.705,8066.47169254526
0x3eb8db1d8d716dff0e232e17478eb6cc8a8ad53f,1586184.326,8065.07150765483
0x322eb265bfb9f34074efabb45781a11810af5ba8,1584516.64882795,8056.59207974484
0x7343ea6c29aea9649718ff870ddf3687b4f39f81,1583546.901,8051.66132519847
0x36ab3c6d200c068076a56252b2b3f731112da862,1574813.60959827,8007.25625921868
0x7eb18dd49ca42b5b1c157ae66d03832b4a62b90e,1571976.57215852,7992.8311325506
0xabcaf8787ab500b1f0f9f74302474692994ff359,1562929.61,7946.83118441121
0x43a996fa50d2f378d707aca9ddcde1c30cb68f63,1538434.14503162,7822.28218128152
0x0e414c1c4780df6c09c2f1070990768d44b70b1d,1534745.85,7803.52877243505
0x839375339b030c4a8a2f8bcedd85c308d898307a,1528353.266,7771.02520634024
0x001aba7087f49a135ffb121a40684416824e9c34,1519780.86198687,7727.43818418579
0x31ea1b1d44b58dcd4dbab2611b53f9316dfa0a11,1498575.631,7619.61861905572
0x91a6e42cc76f3c6cc5ddd6da4b2482e1bf732b0f,1493347.60216712,7593.03631982976
0x080a61322706892c45fab93ba19367446f3579c4,1481347.86196779,7532.02275337691
0xe3c22b9688e1f059785414ec2a86e48e82385e2b,1476010.39914524,7504.88402893757
0x10cc553c2459dab3429c81b29317b9664164f243,1451220.494,7378.83792295408
0xc526fb73c639aaf21aa9aafe7ac5249c249e2730,1449333.28210338,7369.2422545019
0x40513d8f3838b1b6126b67d3f81d3349e42c1b8d,1425669.52598351,7248.92213651931
0x0263e43c0de253a0fe354b60d35d2855c514a887,1422123.579,7230.89250685043
0xd6dac4434169b1de3eb01960115d2ac29e205960,1412671.452,7182.83246811164
0x0f45156f109e474295913d78036fa213b1745d5a,1404530.2183742,7141.43776367764
0xbdd1ef7ceef672f712b161d05bc9d27ea00ab7ee,1398574.97006107,7111.15786322474
0xa60aadf62907bf06dd714781d44bbd4c2d783259,1393595.725,7085.8405234847
0x425df118975af86fea2a8451f4ff61c3e703f55d,1386382.958,7049.16667627191
0xc935b59c7f810cec91e46b45f03a4ac4cc0e915e,1380633.21746511,7019.93169531526
0xdde346eaecec99ff62b8454fbd721593d40e2fbc,1378533.17377651,7009.25386787734
0x42d6fa96bd977503331ddf2e4e2e2b6d3e2a93fc,1376526.511,6999.05084259268
0xf22eb9117d27a9205f2d091b0dbc22b6ed77a305,1363569.994,6933.1724737409
0x489362c11acbeffdf713e68c834d64102d3f68ec,1361787.66803779,6924.11010557879
0x4dc0427f5235baecf12ca3ada8c15c9f133614d4,1357299.48461994,6901.28960507889
0xdadef83811243471424558e8d48b85bfcddaba2f,1344465.146,6836.0324612359
0x47855a64a88e83699c09078bc261aaf203d1a624,1334264.749,6784.16778834575
0x7e3b9e461d1ccd4d0ec4cf09fc1de9d6d4e335ac,1325735.741,6740.8014164293
0x9540e8cc30dba8de0ee48b9150a9ae9be98c4583,1306851.926,6644.78526255872
0xa39a64485f68dc2dd4bd09994501bde2d672214a,1306593.524,6643.47139848028
0x7700733250c02c49b0c026feb67c7b2b58aef60c,1294311.49733616,6581.02252562286
0x8d4ffd39fcc7f0f948e9a0bc3cd660d5f8bd0aa5,1294287.157,6580.89876538363
0x2522d717ba90f0383d302b75ce20be472d2a9677,1291293.362,6565.67659330786
0x27549f68a9b442872a7f9b437e37eaeba7eca0c2,1288507.743,6551.51290749921
0xc77f18112f01c8885d095258fd0ea8e8018bb270,1284780.9194549,6532.56359757667
0x5f8d97f2d7f16194e84d560ed3ebc54187f0a1d8,1283668.134,6526.9055576381
0xa070c820cc88017985782ce13a152a6974418d31,1276142.35,6488.64015234045
0x40a77bb6b57b2f0b13824dd3a03af7b92b377790,1274154.042,6478.53045327434
0x397ede37691085504c1c28787393eee201cabc0c,1257775.923,6395.25469601794
0xcafde322f75aaaa850212ddf1b774642e1134543,1257038.94020572,6391.50745249879
0x6d69adae32b2294b2b3aa2ae5a06f5ce007f172a,1245180.62199375,6331.21295659916
0xce6fe317459e87216654957c062841c9bb10120f,1237037.62540286,6289.80928823879
0x2ee30fb5f777f249d980fec7b3c64e92c48b4b85,1225033.982,6228.77587565894
0x9ca72f031f789f51bd35cc34583c7b7a7d0871a3,1208438.34851904,6144.39414993839
0xbe0030b71e9eded2b417f2a459c0ce24a4e8089a,1188451.506,6042.76957107573
0x11c4820c6869d43f3b49b7eb49dc6c09eed12cab,1187299.55401569,6036.91238602192
0x2d19624dd8bc9bdb4ae1460cf0f9d6d3a2b04199,1186819.26724509,6034.47033241845
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,1167029.60645403,5933.84833863377
0xb53ed4b7b068d41b590927650f4dfb2f797c3b22,1158608.03557588,5891.02823870859
0xf5d95ed1dd309de59552306cd7de3da5b4e2b119,1154338.04606026,5869.31716124053
0xb25cd9449afed2fb8bd55657b7040ce15465e6fe,1151889.263,5856.8661426773
0x6d4854423b82e1509978df9573508904b38c8998,1151809.70321931,5856.46161508875
0x696c9b7dd5fcadbfa0b1170bee6517e87598dcdb,1141777.58829506,5805.45258485761
0x4f7dd098060f64e698efde35d5e4eda655f65f07,1138909.629,5790.87023372946
0x2ed7c7a444480e1034ec069106ec767b6e834fd0,1135007.92191592,5771.03171551993
0x03a035ae39143092199a57798df11e399bd09c12,1123895.97955268,5714.53222281944
0x2a978aa3ebf52885509f9fe553cb0218590e8a3c,1123266.24655629,5711.33029882904
0x201f7c780b15bc9a204aca6243f8928dd6323284,1106053.54485539,5623.81104411053
0xc7d10382078fc3ebe33cdf8c01000d72437050cf,1105400.492,5620.49054857249
0x16ce1b15ed1278921d7cae34bf60a81227cfc295,1101045.13987911,5598.34543862517
0x5bcbaba9704f625bdb7eb1d8a3c305737916e6ff,1088234.75319224,5533.21008015718
0x6413a31e7a2fd12f834a69219949c2ed92e1f691,1078024.57375496,5481.29566774125
0x28883a80c699c0e8edee3b85b53da66ccbf6d895,1077612.48564752,5479.20037528407
0x66212a3c4eb5c934a5cb998c8f5d74138022767c,1070691.18639637,5444.00851739504
0x1f1d92f248b27593ba5eb30dc084f9947cc83b64,1070093.995,5440.97205357647
0x8d5aa0bcf33d2269ec300fd7b1285032197f2c98,1066185.25860805,5421.09779433123
0x5ea7905ac8fdc4fe5f8458b4e716cd1443d941af,1062040.215,5400.02201357026
0x0ca183df86b547615d39b02ffc5af4078ad86b92,1057922.907,5379.08725655953
0x8687e21a092923f411f2f61a3c553fd2b979738b,1043279.7421259,5304.63300186026
0x5a750001557da504e3ad0fa7244c0eb0e9b28258,1029329.29108406,5233.70090186895
0xb64d46504d892a88c3ae83cb3b49c82626d0d2c2,1014870.103,5160.18209076416
0x295d3af54961de814ef4350beb31f6c9b7c9894e,1013511.474,5153.27404113981
0x9a747d1e4ecc1b05b18787b5bd9bf1eba3aa1743,1008112.13818162,5125.82071887752
0x1df7a126c7b9af4bcec07f86881728b6ce45768b,1003797.45,5103.8823677366
0xb3d295b4c857f596d7656c949931ab9c6a058d39,997922.9784,5074.01318245524
0x9a80b66902b2053fee6d3afbef84d9cc0bd5c563,996521.9054,5066.88932317406
0x3d3a1b6043cb3362c9f4d4bb61503c8cab0fb33b,995696.3867,5062.69191229483
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,990117.4416,5034.32535335761
0x78ebe56bc138069557c89af35eb29023ff31ae2c,989534.5435,5031.36156486146
0x5882aa5d97391af0889dd4d16c3194e96a7abe00,974317.082,4953.98725649719
0xa6076e139fb8089c9d123da690726b976e290799,972423.364125139,4944.35850791752
0xb49d3e5982012181d786e41d328da427c6a1a915,964868.192178252,4905.94367743061
0xcd7a011517f5c038995afaf5a84f4959e0f07c1d,961290.0572,4887.75038552209
0xe0777fec6460920b4dca782c357d9aeb2a248e55,959430.4993,4878.29532586081
0xcd5f3d55c0c6ea1433ce21750a2559337edc7d9e,959006.515,4876.13954633281
0x514c8600681cf53121c88418d5355a9d7d305db2,958857.7948,4875.38336747769
0x25d7fe5cf7d7613ca47fd8b69153240ecb70ed62,956762.1866,4864.72809260958
0xe262d54679746af1526f44a5f5c406f8e3f43bf3,953042.9306,4845.81726042974
0xacf217c69ac99ee22f0d7173cdfbc4520af90e8a,952006.4478,4840.54718698277
