user,total_volume,Points
0x5e45818d6fcd9023a1a07931cc6cf1dd2dbe5c3d,61886.9076555125,314.668558658635
0xa0f4b44dd56abf6d6b0ba8c335e8362b639fc973,61859.15658,314.527456262934
0x0a352179a107122943f6e0d6d09638acccdb7fa5,61809.1283952399,314.273084257818
0x58c2a0645524c6494aef2a98d3bd6b0a145a5e08,61745.5408,313.949768427367
0xe3b83c348bcb3d0051f74fe6295f02d713db3750,61482.2685,312.611140948403
0x700d8bd80fce0042bc454b0251994018466d9b3a,61406.0100890353,312.223399418362
0x18752fb8f60636e909ee9ad582b08dd9acc77e01,61389.55064,312.139710132527
0xb81d7892fa8605a55885592e5c78a294754d272a,61350.5987981091,311.941656611851
0x66b81c19494e5b1c85f9ce8d851cde3e83528693,61223.71989,311.296531420573
0x1a9836f6dcc253332ee707bd9808ab3d79d973d5,61166.5,311.005592658321
0xab95e42096ef6c18ed278f4fca25754c96e60aae,61078.0404,310.555813280323
0x932a824a4d3d0680e0b352de150e6f212b8ac841,61069.51946,310.512487930749
0x2f062d9aa98209d2c79a744b0d4ef203d363b7d6,60893.96993,309.619893363158
0x630999eee371d5c96526344ea1e513f31afb113c,60864.22414,309.468648694131
0x57f47008605faad4cc8699ddc83aeeda0fdc269f,60820.7368,309.247534097909
0x35ead86f4b335d3c3c72f4ebb87f3320d4c0a18b,60807.8336933786,309.181927298077
0x6cf51896a965509ba4d8aa499441f384cb120c24,60702.1638,308.644640910653
0xfc5bd760f063c5015b207c68540f05c5698cb70b,60649.29289,308.375814858828
0xadcf1c25c9417072708271e8ece7c3675e2b2be8,60623.56744,308.245011905845
0xedd81b7298bc67c03c9402cb753a7b47b0f88402,60589.00539,308.069278606674
0x84aef0a8508610ca083998e87e32dd64229cacc5,60441.44962,307.319020382009
0x8abbcf12da2a1c26bbc9ca229ab1d64775d10efc,60413.32778,307.176032806852
0x4da792b5058f59162e1b619749a0ce4e984d4841,60345.992,306.8336590538
0x943df5edc18ae09d6daca3103f3bb3728dc24629,60340.60894,306.80628848714
0xdeb9b25580f2896e4ca568f734a0a88bf00b4079,60142.76372,305.800329834925
0x1f1be5e4dfc1ea0bb7a16ff74cee370b7039b549,60128.2367,305.726466127427
0xb073424f158295e39951cd9557c9bf45a3f03f94,60106.56601,305.616279901523
0x5f6ebd0eb18515ab06c8d194aeae7773f9d1dabc,60089.23493,305.528158743589
0x0ef4162c05d4e2032020a3dbf593cd34e4093149,60081.98841,305.491313276751
0xd5cf9017406e3c7c8a61e6cd1ee5dc0f9f24228a,60061.48152,305.387044478013
0xbcc7655c14578f48184352598052ef9b40a5f4bf,60054.52154,305.351655944996
0x5f0f3876065ba0caf2681b727a52cddd1ca6e1ee,60020.04,305.176332004874
0x03cecf8c30c2e65e1c6d07c3fbd0e225ad8fe995,59892.92399,304.530001251497
0x8d6e27accc7e50bedd5eb24905f08acdd3985e0e,59743.92679,303.772413969399
0x3118fbe9ddfd9ba217a0bd0c39cac257fec022b9,59681.08085,303.452869139863
0xfdd617eada85592499d4ffdf1e3561c16b99ca97,59601.15665,303.046488634378
0xd28424e9c65f8496456a2387556e621e9bb066af,59590.789,302.99377355124
0xe9fa5931818076a2c3d1f283270008c39d7a3ff2,59531.59678,302.692806331245
0xfaddc7eafeb4843e29bfdefe2452552a454fb857,59516.7815,302.617476944459
0xaaae2af3e0dda789f9b9b88e06bc4069bf7ff7fc,59500.5095,302.534740757106
0x1f916fee9a9fbb404c7782ec157f9e83ef3ee537,59466.32507,302.360927494751
0x52906a74c74272b5aee0c6fa32bdbf53a753e4f2,59389.34178,301.969500263649
0x51052071aa03f56d4ed0903bfb3e26e86aac4afc,59360.09381,301.820786797227
0xd641c4baa5479e4f21f097e377a82c1a00c5ea25,59358.29328,301.811631869288
0x771b36164c96991f3757fc3ad6e0ab972661d643,59350.56835,301.772353891426
0x0a3f4abce67aa283bb64668230a7390c7dfc9ff0,59254.79681,301.285396413763
0x46afa56fa8fb8ca6d7e5b4ecd2da36d1805aaa84,59222.92759,301.123355007868
0x0e5a32f5dffc906b2b9d568317fdd5408f253dd3,59212.63,301.070996149982
0x75e395b37e44bd7231e68bbbd302dd0580654932,59170.8519,300.858572310942
0xe369e8176960afa83aaf9a396c52fd091380093a,59113.821524546,300.568597149414
0x8843f611a7510f139db69541aebb33dd2319c093,59111.87398,300.558694715144
0xf706bc1b284e37ec672865eb56491e82dc7ab141,58869.03273,299.32395042083
0x20ace0d69eb23ec0b177e5204b00de89fd915121,58868.57854,299.321641058187
0xc0cdbcd0b24361df8a888e18d2a3cedd4cec948e,58611.84992,298.016285404104
0x191a44f60709d70ebbe9ebafac01db3b146f96e4,58468.4507,297.287161465301
0xff18d10f5d9797d18dfe85437d3e76475025c2e1,58461.40226,297.251323150872
0x28252f7a9658a99b34ffaebf23816af52638d060,58407.69225,296.978230633043
0x9e872ab3a64188dbc02c69059ea7113899da4b90,58355.26874,296.711679419605
0xcc59509d71890b0862f0a3b39251c9fe738f2085,58300.35509,296.432466905185
0x3f7734e28ed8856b89e13137bd2e9112c40ebd51,58132.89104,295.580983558595
0x7da6e34a5ccc052a124ab45d09f243ae85391a3c,58092.93516,295.377824931902
0xdeea2ba996141da0702366fdf81fcfd223664f3e,57875.12457,294.270350879435
0xf83f7fda18ed2100ab5b0e24dd49e81ead4b46a1,57835.70989,294.069944024166
0x90e3e4088f5dd0e508872ca6cc84e13107445dd8,57692.54488,293.342010943428
0xe521b7cbab1a05be78a3241cd0296f972994e738,57679.25388,293.274431871026
0x9c5dd47e8796be27f74897ed80099faafb568a6d,57561.12792,292.67381169171
0x278f08cd035111fa027f7fad35d0ed7fdc0d4a33,57536.90327,292.550639667315
0xb42e7381dba59313bd187de939fed9bee3b22f4e,57525.18429,292.491053646858
0xc861d1b937c2d0f727e48cd1fd16549a894fd58f,57441.26863,292.064378267826
0x5ab9b93bdc394e31af3661ab8c0dab2dd9ff5be8,57393.16553,291.819794498537
0xbbac7af4da2a9d76998b2dbbe4181ca5e27a595b,57290.295,291.296741681231
0x3787eea0767fe73d272ad543651ada3f4dad8279,57270.57488,291.196473272741
0x46143d9b70f135f61f18a4e5edebf1ae8b92e1a7,57223.82674,290.958778897775
0xf7f69f2ce1d3abd2eb7bdf8e7370dbd8d9f7ba78,57096.22836,290.309995498461
0x58a6acc10e5bf9561fcaa259f7a748d97fbf3bdc,57035.71511,290.002311403737
0xde4fd702d487f2256b79f6b8f129a5ec5999c916,56845.23909,289.033821993892
0x7d12b58aa38f2467b68df8cb532a6e7df6ef7d4f,56844.97673,289.03248800507
0x42d478dee7643ec40965f6e50470f03b8c42cfd5,56810.65356,288.857969308925
0xe8678fbecb76c557f48bbb949a114216cb1fd775,56803.8760303522,288.823508458216
0xf8dfd2f88f5b56f897e745a7ef05ad48fbb3e94a,56551.96344,287.542640263034
0x1eaaa09b90b675ce063c049411a168c80d6282a5,56551.47284,287.540145771053
0x4200db6f030508941e60ae23d9d0d2d92363fd8a,56540.72652,287.485505312297
0x26970fef0cefdeac361dc57e341f7375b6847aa9,56506.32365,287.310581375608
0x5c169ab192cc17336e10971af77ac161a5f8cbec,56419.33586,286.868285524399
0xfa831d0f9317e491824ba678ffb461c30d0d5837,56351.1244,286.521459311629
0x82fa32993fff3bc87777136d28935b9e89a6195d,56302.5366386932,286.274411246084
0x98b5d1c2eb4804d694200a06c175c15015ab43df,56238.7666,285.950167768402
0x8ce9b292797c33c80447c6332b06e0549daf06bf,55868.89641,284.069535434566
0xd3c39890b8423b95b48bf84e5caaae87fd9520a6,55859.38054,284.02115128983
0xaf8834efefe63773af636d20c5b4a312bbfc6ae9,55493.2183300659,282.159372454852
0xf9c3a5174aed54e51210ffc41e382957d94a54f6,55470.23876,282.042531131458
0xb0f7f1ac21848a598550f78c5b3a159cb83c0fa4,55292.47919,281.13869945205
0x0fd5c3aaa9005287ab825a84be3e4aa74e6db637,55211.89076,280.728941620009
0x3adc97df0c18ca1fd4b9e5230b356515f5cb2a78,55084.500582457,280.081216841484
0xb12bdccab47a86293694d670927c8704d0873960,54890.80281,279.096346193015
0x6bfd11cc43e8b1fece21ddff3e5462c1d233b713,54719.03104,278.222959925519
0xe8f5fc2697f341e1d5da8267dcbef90d9c30845d,54642.81023,277.835409580363
0x13987432ff375b75d3982c1fb3f5484897f124f5,54533.47337,277.279478229972
0x2ee8f3e6b353d10ec48b28666fff41cb434861c7,54410.82339,276.655855336404
0xcad6c183cdf70ba268f904f18e02db081bd5b6d5,54405.96412,276.631148018735
0xd2708ce6e7405682eaaf8d50d8113229c9406dd8,54151.64365,275.338036781415
0x8cd847abc9f7013c5593ba669e0ae8e08c85f9c7,53997.1784,274.552646794717
0x779bd7cb084b86a3096fcac0087fb996b222cbaf,53902.1494,274.069464816596
0xfd05f3bef405e40c0b9762c737fa671b7091ed21,53849.10523,273.799757811489
0x23e5392f0baf1cbe8bcec3cb7e8858e5e8eef0cd,53814.93419,273.626012631579
0x2dd2f761ea6aadc0cde1297cc5d2f595d2a4ef55,53809.49991,273.598381633041
0x8767b0504daad0605ffa03448b286cf09a9f8e96,53750.04129,273.296059882544
0x5cee202b51518b0e4675bbe129f6c9776f4417df,53692.2844,273.00239070408
0xfc6ff0a4f822d24a57c97dd733715c3bc0a1deca,53633.2519,272.702235592236
0x52cc1bc45d387a52ce48a9c051614a6265529bba,53616.99761,272.619589452688
0xc31cf8a0603b55149c3a4a8036c44bea93fc096d,53595.22398,272.508879820741
0x42947d87a071af41d7b59cb6e2a33795eee5723d,53589.46945,272.479620487395
0xc796c46ee2788d8cafaf48555314f5e7a43c147e,53580.6937,272.434999537532
0xf1253ae06a4e2c7051494631c67770f9010e8417,53528.98879,272.172102098936
0x6b09754eb84e0c92555303ee474381c44c84afd0,53504.53256,272.047752588904
0xf426f759baf932938849b29be3f4abb14dd7c7fd,53439.08532,271.714981257145
0xa83238a907c1b17eec8d6afc07568d6fab64ba0f,53385.41871,271.442109409826
0x95c127ba6f48e9e4b320076e7dbbe4da2b09ae7d,53376.9101846999,271.398847183712
0x15364cd42aa747d100ae88e2a485f187248d1c91,53371.61401,271.371918391786
0xbe24c261fc129cafb808c72f99e97f9ecb46d246,53357.03924,271.297811895882
0xbd1f7d88c76a86c60d41bddd4819fae404e7151e,53212.7570830997,270.564198599113
0x3791d3b0b48aec6937ddd76e760339e19da2dd70,53201.17784,270.50532308126
0x61b5d1050bec9c68f2ea0453b420ffd0224b9266,53128.45959,270.135581761448
0x0af4a5c820cc97fc86d9be25d3cd4791ed436866,53104.5465,270.013993886913
0xe67e9327f2b999a23bfe8685358aee1561b1683f,53029.24956,269.631141027095
0x2da50fae308d40301d140110f3ddaf6c161542b1,53002.47499,269.495003745887
0x13b34b4540385b57cdd7e2fd0f29caf35226ed9a,52955.19625,269.254611495981
0xa8131e4ee55ea2e3b7fdf031132ea5cdde5cbdad,52817.36066,268.553776245356
0x898ff4bab886e4e96f3f56b86692dd0db204ac27,52610.0272,267.499573935183
0xa4d1f188c0b17129d7ce043c0b6363bcfe2b12a5,52593.76143,267.416869424726
0x633720aeb426aa19c65ad1e0cb24870827d9f50d,52583.78528,267.36614495229
0x38b0d0d924e0a060296cc8b39f436ab6b92745f1,52567.45506,267.283112741042
0x8bc327e085cafc6fb25cdfa9a093070840f68d37,52535.2696,267.11946338948
0x0762fc588b38fe9b1bbb31e384f6ce6a6ddbb611,52513.63815,267.009476682258
0x3e0c77c878242106b7f5082adf5a697b49ea867d,52416.80205,266.517106370548
0x6730e9b0430b185070f5d6afaa61cace1d5e9221,52403.73743,266.450678343998
0x6c10f3e96952a0e314f814ae2322f408edf5a964,52132.36888,265.070884883173
0xba64294b01d43f0b942879efd5184352bb33a5a4,52114.65454,264.980815011425
0xc23b0dd05c5783212fa399413a4bc21eb2b45f57,52077.02192,264.789469172013
0x96ded3921fc23400cf1bdbec3b1dbf9582d6460d,51969.90842,264.244842659965
0x2809d5d8f8771c9278ddf0a2d452501ace7d790a,51897.5441,263.876900923411
0x862cf0c9ed1445af19ac42561442be1998606ddd,51861.6594,263.694442512502
0x4e619116857546a7a988f0a6c15b7a5082ecc13a,51802.7192,263.394756706834
0xf01874b954e8a9b9f65f2489087bc49efa479b07,51723.8525,262.993753138304
0xfaf77756463da141006025a92c273c864233dad8,51659.15704,262.664804287551
0x357187bb8a34deedcfe83b31b98192c3a4356266,51650.69407,262.621773690729
0x3dc93bb38acf122c7591332ea8b27fd26bd88097,51555.28004,262.136633999099
0xd5b92860f652b9d0b0a08b0714e64b210aa2f9a1,51551.96485,262.119777670378
0x17c5bc83ddbc300d2eb74dda5656426f5ed59bee,51484.24784,261.775465525199
0x40a24ea5b6a248f3a138e6bfe3366e78d1cc71cb,51472.53865,261.715929282721
0x7f83fb5367ce3f21ae3b0a8de261e55080d3456d,51454.73227,261.625391426787
0xc56e697016be41b0ddcba199d16845b55803d3a2,51435.09913,261.52556527454
0xb066d85234a4a837f1045ef66b6f67aeb0a9dbf6,51417.1629,261.434367186678
0x26df87765b38fd98ad8ae9f2907ee0a8fe28acfd,51416.26198,261.429786392312
0xbb00716167cdc7650dc7a520b6bc2f1bd4226930,51361.84882,261.15311865631
0xdb1d333ede262b9618c2f0b20d3ee3ee73f501ad,51359.16935,261.139494692941
0xf7786b9d401e79fc24eecb0942f7a859feb36b75,51316.28852,260.921463941667
0x12de137b1d9f84e5c63d094c8310fd975b1d2978,51233.6296,260.501178550103
0x6d3bcc772bbb51f06f4d0d9cf67c1d1c2eb4fc71,51197.28319,260.316372540555
0x816db126482d4d4006e182d73ffd6254cf9bed7b,51175.4946264222,260.205586977727
0x684930968d0206dbc180866eab874eb9909ec2ba,51136.66335,260.008146481093
0x0f95f342a5939afbed32548d392b72fb56a9940c,51133.88862,259.99403816121
0xdc053620ae2dbf931a563e0daf052eae5c8fdf30,51118.28015,259.914675741212
0x8315f67ceaf52d9c4e03971d925af7cff2f5f8e1,51118.18223,259.91417785973
0x728ebd4e5f59ff5f25202476e31ffc5cbc26a6f7,51075.50976,259.697206530284
0x07494efb9fc623b74b31714192826c70eba7423f,51070.98825,259.674216578313
0x0b0f9f02d9aef778433dea88c4bec341d6c86834,51009.1885924223,259.359991649127
0x1f33993ec4c64fb62ff9f3160680c18d90b2f680,50825.21766,258.424577838138
0x84a60d2e82b6f6d183b5cdcf22d6584385f1cb2f,50803.9707534339,258.316546370443
0x3c17fa71f9c5be191ef5311ab62133bec1e03c0a,50792.6994405659,258.259236546625
0xa164b048e903ec0c1324936e7e319747c45c3e53,50718.67595,257.88285863463
0x48fbe049a39ed183c60bb698f46e5efd9ebd3aa6,50713.6795230819,257.857453932467
0x89a3eedd7d92dbe48946f0eb6dce759a64840471,50589.2190999999,257.224625707162
0xe0171dad0a60c2ff0612655fa57218aa111c10b1,50580.19931,257.178763917872
0x8faf91bd67c9d83afba5a9315de259db864e8b18,50536.08329,256.954452751698
0xc2fd8ebf46634f8e1289de48c34d6cfc8c668d23,50523.78722,256.891932474459
0x741245fa3d7fd3bd92bacdb53a0998532839a78b,50509.62372,256.819917111284
0xdf0e7c003be9d016b43ff4b489aa5e70e041f5aa,50449.3936785867,256.513673011563
0x8c2db1258f0d3b2f1059e9e3e100cde820d2d29f,50373.96783,256.130164706503
0xba8cdb1deadf026178dd5211ab1700586a76c14c,50227.32589,255.384552918053
0x1bb49c0a62c41b0b409f8817f3c899d3c8fc1124,50114.87775,254.812802034415
0x9bc909615cf1f0b10eb888fe7bceb668efa4b3e5,50101.36034,254.744071763625
0x2a57701cc3338ded47fe44695db146342cab2428,49905.69077,253.74917536473
0x0b6aadc634a44d95571bc5c2a02583b143ecf980,49893.71351,253.688276100513
0xad533cbb8d1a9e9b497f277b61126f3b1366fbd5,49784.2858947174,253.131883298176
0x76f6988610b1c294d8b0de3e725005af9d557b00,49746.23584,252.938414981073
0x0afb008c134fe1b17ddb87c6696312abea9bf2b1,49713.12742,252.770072771136
0x0f7b8327c220f32347b0a93818f347a9e55bb23d,49654.58993,252.472434574245
0x21668704cc931dea881540cf9f20a3240aa4a6b6,49504.1226,251.707372307442
0x5e792b2247678d5868a991f6982a6f69b7404e3b,49484.60493,251.608133270949
0xcbca1e854478ef842dca1cc30dc372b65df4d674,49470.19295,251.534854492839
0xe777b39df42b38ea356d537a69c0b4dff2ab8385,49406.68599,251.211948658228
0x27a953aea1b28850f77e457f2eec0d3302afede0,49396.556,251.160441974936
0x69bfdd497c609384d39dd03b86e25da13081b134,49335.22399,250.848594834443
0xf7d3e395f64fd34cd238cfd3563463be28a193c5,49059.38428,249.446067429945
0x87a6b68204d5e6edee3a9d191f09d201852b0ea3,49014.04399,249.215531372417
0x918dfe9145e0c5a8ef1c9dcb6e5c0b17f669affb,49013.9,249.214799244614
0x0c59785411720c19e4d80e942be60ca7527ef664,48987.66843,249.081422887062
0x105642d354af5115d782d74b95d3cb7b25c7e47c,48882.75254,248.547970285577
0x78d79b027e11b21e13a1887fde77347790b8bca6,48877.4688,248.521104718802
0x2eed986a9e5a90ceedf59c55c9d84420ee2ca29c,48754.684,247.896796322973
0x0b205720af318cc4248266291a911bfcf02b617d,48613.13492,247.177079557822
0xddf93c14aa03fdb7ad90d23ffd90ff6bcd143d89,48602.6936,247.123989894121
0x7631440207d223a55c55e41c8f8ee28569f959c6,48521.6881,246.712111438822
0xeab4717efb29f91429db6322f42edc53c94f0941,48445.83603,246.326435979465
0x4430cf92c504b4178f8099b05fcfe06728f6b2fe,48340.1491382844,245.78906316274
0x993ead125edc8ccb472a9ff6832ffedc75d34bdf,48225.0054,245.20360631028
0x18416bce80e93cb603ec2159a4ab818877c41b99,48211.44023,245.134633200238
0xa52bc0adc7ebf37fa6f824dd05509287c86788c2,48169.729,244.922549366658
0x4700bdd4512aed8fbdd57fddc3e4d31bc0f5fa02,48151.17336,244.828201842844
0xd723e8cc0516d6676c6d155dca5d65a9de52acd6,48082.47915,244.478921051999
0xbeebc0c769a24f94681d05751fcda51fb780931f,48012.2851192638,244.122014311705
0xbec205ffc60f498532ca7eacc0cd05585b010ac7,47985.84325,243.987568671994
0x1f65b76b70e88aac66dddd6e631dbe53e59b0d4a,47979.77038,243.956690715376
0x3689c7b8dfb8337532c7b5c904c20a359adc8d31,47952.48686,243.817965640255
0xeafefb44c6b5802df613877b37d1bc7ddb81300b,47946.38973,243.786964331872
0xb8bb5274d3827d65b935466c521a2bc83b17ad89,47819.59279,243.142255913507
0xf0507e57bbee6ef7fd40b3ee66a9bbe9ee230f4f,47795.7624,243.021088533238
0x8e765fedbac76c195c681a08094997f949aca3ad,47789.54013,242.989450941271
0x86a43fb2377b9535ab2868c25b6792ba0ac9594c,47726.35813,242.668197389812
0x248d96dc324882c8a0be392fba1390ae5221caba,47718.18196,242.626625048799
0x015d7b05ad83fd73b7eb433a963bd98c439848b6,47614.73324,242.10063238168
0xe3684ae8caa5532fea6c3e9d62d0660407c4255d,47568.75208,241.866837773244
0xa984ce40edccbf979c95a9c77c3a2078e1c346bc,47543.53257,241.738607309606
0x7f695e8177939bebd28467e9d1050a6abe46c8a0,47445.91295,241.242253132513
0x65268d4fb73544b6056fa4f4bf20fc90e0b12a80,47419.0380493688,241.105605712791
0x30481898773ce307e73f451547fb8535f6741dfd,47405.37747,241.036147486757
0x8afa560787cc369ad6eb802a47d25c966042f68b,47394.94856,240.98312092262
0xb835367ae1cafcea58a10a51b17fea25d16c3dab,47358.87392,240.799696747734
0xc58442410f88f8c9a990c5e524fde191ef76634d,47341.04066,240.709022218452
0x46f3714bb06df5a4979ee09f66cde0e6b1bcecff,47339.38385,240.700598045482
0xf9d2971c75fdf483f960d471cc072d9c461ae0f2,47157.5259084854,239.775927893023
0x7257c4d0525d8071066952080ba86dcdcc5e9e4f,47127.82984,239.624936036714
0x5d356b58226caebd61b95d737a9f55e677e71d4e,47061.8924447774,239.289672474478
0xb057d918d29eaf7fcabb54757e1112998f427489,46997.8099,238.9638400365
0x8b2e04525077770e980d31d4d4a0e808250d71c0,46988.02465,238.914086209233
0x8d1c9ae8c9d7a1cbba20c09da1bd30b3d4269a57,46934.13775,238.640094281118
0xfd9eed1254aebb29945915863531665d47dc5287,46889.52077,238.413235946776
0x6118cfa0e8929d190f3c04f9de0ae0f51d8c790e,46742.04483,237.663383623649
0x3df3c85f882c220ef635d8171cd68ed025ec95b3,46740.55812,237.655824336709
0x6b2e1b4717d336af0839db550b3e95c0b7359750,46711.08686,237.505975535769
0x187e562ba36aef910460efbe52cc4c343139c9d3,46704.57109,237.472845621347
0x24d91dfebc00d9dee609fc10985a6bbc41d7542e,46697.75218,237.438174369177
0xf16608dde33a89be1d1707dbaabe913e3cc70041,46676.90868,237.332194052001
0x906f449828d189dd12da49fc7e125d25e92b32d1,46604.85959,236.965855125694
0x216c5528d75df840515a2584884f130d34f6e5e5,46576.73394,236.82284817831
0x351e8110726c92235ad20bb77634310ad9748891,46498.44,236.424756850357
0xa549219b82e232f57b637c47d87e9a5294d03cb0,46267.02566,235.248113524986
0x6f71e1d3fb1bcc5766aa489f43c2e7d67d17f981,46217.64873,234.997052872859
0x5d8d73ec8041a0cec31b4bf56df5a6048b55c37b,46205.84816,234.937052002014
0x054fa4a0185a94cbf6d67f6f6f60247e5b5fe345,46145.28064,234.629091967461
0xc539b71c9c367eaf718a7114428c797c97e46fc2,46088.45113,234.340138121189
0xe2cb6cc90e1aa1a8fa105588a58704d79ce7575f,46078.9804,234.291983494121
0xfc23455aef0ba3b1c35476c7cbe21e78ea3a9e37,46042.12582,234.104593656627
0x843c5a361f3fb9aa52c88529633fd9dbae69c91d,46013.94563,233.96130939658
0xe2d8f09fbcf85c78feed0293e3db94396d693364,45988.14963,233.830147726904
0x58dfdbee1d0d157aded161c16bd40a61bd15deab,45967.90816,233.727228475784
0x95347984f4922e977e981820e259a7b45eaf664a,45951.0503,233.641513439935
0xf999baa587feebd23887c5a6cfe3cc23f135be4a,45805.73534,232.902648779428
0x533df1709232b010526ac035ae517151ec2939ad,45722.42198,232.479035839287
0x1bdf02d0d556cc44faef4a0cb7b577b4b0b91b36,45619.78785,231.957185015263
0x05a2e50c5e4d724897b67b708db432a38c985f83,45617.96133,231.947897939248
0x78f3ac85ecb64e18ece42ad1ecd3b8541e327b69,45596.30648,231.837792252995
0xbe3ce3e7d34f57d6f8e4aed7978331833a3fe32b,45596.01556,231.836313048741
0x848dabf4f7097617aa482110615e5e84e4d5dcdd,45577.5281283537,231.742312335346
0x0c3c9db21d048221e70ff30c3bd84e85ed3a861e,45499.40571,231.345093121887
0x90abcf1598ed3077861bcfb3b11efcd1d7277223,45426.15,230.972619046958
0x41a73658ceebf9651d194110a184c2b7b2c5145c,45396.81835,230.823480103388
0x0ca2942d7e51fb26d2954fe197790f18e334ecb4,45137.96378,229.507314899311
0x10b5b81fda49404a78596920a110777c6edefe3d,45132.88677,229.481500466509
0xee92a54dc025cb40cc92b1774fadbf2940b2b463,45079.10298,229.208032808815
0xe5e2a3e8fc49de0f2fd7b87d6d88daa5a305ead9,44941.65357,228.509161118959
0xada2375642ad33ce66013fc013c45615ec258a34,44841.57178,228.000287856417
0x1e93c971628730adba61258337b455ba8480ea23,44782.9661884165,227.702303391988
0x8439a3b6ed9cf3771ba4b91c2812316a209ec194,44781.10654,227.692847872088
0x503c41a01d13fe060afdd6ff7fa6e37128ff6aba,44745.68007,227.512719365502
0xdec07b2b34182127894600f9426b18679c6cc6a1,44709.79264,227.330247073706
0x9d53355fd549f4c0df80996d1ba984b8b7efdcb8,44656.46385,227.05909289716
0x7d573f6c2f3b68f186971deb858e93f70a9a5698,44514.60786,226.337815625416
0x29dfa3b040a65ee3fc0da515343c18cdd49c635f,44513.30321,226.33118203601
0x6b8e125ce4b16a077076eac4a8f6e2ae492374c4,44351.71739,225.509586984563
0x0f6c3c2b5e69d923e7409ca91ae65c52a89f6cc2,44332.82635,225.413534094646
0x2c4113ffea6514ff91a7697b758128c80f59a2e3,44317.8206,225.33723624906
0x1cf274a674a29ffe2425c1111b64b4d181744ce2,43881.5447,223.118959171868
0x725df022e170914e816f3c16693202815d57e3ec,43879.06561,223.106354055429
0xe152416038f01f0cbfb28b3e133b039f4f80355d,43817.31616,222.792384410385
0xe57fb6b9ee2dad0951a8ac8a1e387ec7374b9f74,43814.9575,222.780391629186
0xe9de1d5692fb5ff51baa124617f6f84b34f4df29,43768.05274,222.541900908248
0xaf3132f9e64616053731306057dfd038da89ad34,43765.1366189337,222.527073675032
0x6af309a8c3fab43be169a839c1d7ce0c39c6e446,43762.35191,222.512914616523
0x18a6b805bbee907c955ce2328ce8931c3998902e,43748.06823,222.440288189251
0x668b17713457efa396d21b5497bb7b4079b096d8,43725.931,222.327729806215
0x43b21a6cd00451541331c949f63cab48bf781f56,43654.13782,221.962692073228
0x21851a9a83d88c8b012a22d533fc4f1e7af5456a,43451.82285,220.934006646589
0x562f381cb5967481563aa154c1072ce3d3883077,43381.95782,220.578772734869
0xb6cc3c934cd80af522e4e340d5fa750a3dadf779,43364.85145,220.491794131547
0xfb563cb2572c50480f0ff1a009da54f1fc5d9af3,43342.8177346752,220.379762076533
0xec3445683a46ec6933f2cd9e07da10480d66ae68,43341.92907,220.375243595273
0xcbbfece866a198f01ebd93b4ebe2d674542bec7c,43328.82649,220.308622558296
0x22520d8bd8ee372d333ad2529f2c0675ec7df3ed,43306.80252,220.196640054106
0xa34d52a362e19c9bbd517004deb4cd208ce22f7d,43215.81522,219.734008398528
0xa2d35e418814a8b6367c66a5ac2fec8ea16332b2,43209.74958,219.70316720338
0x2d5e241103aa3161994cbba35dc809f4d5207f96,43204.56461,219.676803839974
0x3c0332e4a3f4e20bd6545343279ee95d150c4a5d,43106.26122,219.176972983749
0xa0f39111d7d1124aca553e53883ea4d991a80675,42978.48569,218.527288852159
0xa983d03a49c15de8af54b313b0c9d4d1e489d600,42951.90799,218.392152571025
0xdb944ab28ec6db39e4c0c9eb6a1707815d797e88,42909.42807,218.176160276294
0x780ac99f6e6da49e14a0b78eff01999a4321d266,42889.76568,218.076185400258
0xec7b7f498810731706ec23fc5e70302f796eb12f,42819.31381,217.71796765716
0x04de731ac2d4062f583829ff612944adb2cf5bdb,42807.03778,217.655549274783
0x3ec3705d230cfc1f71e63ec8a97156971c5842eb,42713.0144,217.17748044592
0xa9368c81d9e2e8fcf159fc2543050b0f268a2461,42701.29725,217.117903730234
0x81b6d83654470cda7e271ba6d8c7a3ea772fd892,42629.35952,216.752131022083
0xa06dfa9d506095eb0bacede6122979cdebc02b27,42601.31904,216.609557127862
0xcb0e7c84fd0f8012e26692e0b9e794377b002be7,42572.65951,216.463835628137
0xfe5000a4e2cd553fc8ce9133de0ce80c6ffc4fc8,42560.2407,216.400691270291
0x8dd6f851b66b857bbef1d526456bc57b633e8d82,42540.92552,216.302481809178
0xc373f2c4effd31626c79efcd891aa7759cf61886,42488.90542,216.037981763718
0x0234ddfeeedae76852f37c226417f5930c9cb096,42472.13897,215.952731508774
0x6752937c192dbcdbfacd4df82d0323be5459b91a,42410.83136,215.641008431885
0x8edaa80d849954095ebe5092d172de01741c2540,42406.17374,215.617326418553
0x1aeedd98bbd38dcd57ee62a4c26c061b6627ab2c,42347.5,215.31899544846
0xf722e0478f7ebc34142884186e77e41da5946f6a,42341.59619,215.288977089914
0x9bc910f14b0ee83689b9f49337b1dfd2962dbb94,42321.90308,215.188846015767
0x1202d938a5e246242cb779543fe5a6d0bef2e368,42296.86494,215.061537741307
0xf7bfa2562a64e279aaae58daf9fe07aaacd19943,42166.33324,214.397839659527
0xba07b9cd1485ae75c2205f2a41862c0f78aae649,42148.87009,214.30904698191
0x03a23a7a54efb932fbb3aa1c475920c9402282bf,42123.2692,214.178877363459
