user,total_volume,Point,
0x532eb84e895aa35b20b42023545fed3fe9ebb73c,205158.0897,613.9942603,
0x5d7166ee0c633021cb502fa5302866316d86f701,205097.41,613.812659,
0xd38ff18a133540c0b2be920c09e15a925dda5738,205026.1224,613.5993106,
0xd5dbb9e213545a4d8248d671bfcf6e5fa6e72faf,204971.7037,613.4364471,
0x3c324ed57b79986ae1774fdca1df8b19ca847fd4,204831.5287,613.0169332,
0x0a004060cd8e220166c75c5f16e8576039845578,204080.4093,610.7689934,
0x6e24b63c1e8a6a838b0def77c480c0f17a88acce,203355.13,608.5983878,
0xd2cdb039cff829028f8ffc2bb8277d45b1052ed2,203145.28,607.9703516,
0x75441c04d34e79199669af38fed65c03a9cd91d5,203055.0995,607.7004606,
0xcf59a4083744a6ae263368542c98d479e6990875,202400.6452,605.741819,
0x0223e8114a83752d830dced0ca85aae96190eac6,202307.609,605.4633817,
0xe787a09d04d9289c580b677d9de48b4af40ff777,202245.2743,605.2768271,
0x028e03efbb6a0429baeeef571fee61055d450f98,202202.22,605.1479748,
0xb1c3315c10fabcd133dfd9ee49fc6e99c0f1a10e,201793.48,603.9247035,
0xdae135f3a39af8087d6bec1e39fac32d12743e53,201725.13,603.7201466,
0xc3f80334a7c40bdd56eec6eb0a11716d56a93633,201714.7726,603.6891492,
0x0681e5bee2f420bc5a1754f09e0dedc0c5b4be85,201296.2,602.4364509,
0x617eea439ff520fbdb8006d6c69e96422e958727,201251.6672,602.3031738,
0x81e3c9ded64caf37ee5ffd643637e1a97cd64f5f,201174.13,602.0711215,
0xedbeeb29869daa48bcf3ee214a48678bae7ce13a,201157.91,602.0225785,
0x1ee22fe0595df66afd41d4948fef697a3a9d6b94,200124.5515,598.9299575,
0xce927eb184eb4ec0a86ced5762a4178650ca8aec,199356.86,596.6324213,
0xa3b2e54bcc318edb5b1d6abb5a5d00e89d180a99,199337.74,596.5751992,
0xffe953af50e8e54bbfa03ae59fa63149c99113a9,199171.06,596.0763616,
0x64fd2937bd8381911788f8354150b4f652bd42ca,198712.6079,594.7043127,
0xebd95358c748ca384078f8cff16170bb45270711,198700.2209,594.667241,
0x7169db8c43dee016b587c70fd1366e60a7734513,198077.3708,592.8031839,
0x9083bd612da6fa474e885c3764a8013595657eb4,197407.35,590.797955,
0xa2ae2e2e8e962f8d2370db4da23c5c92471424e1,197257.95,590.3508328,
0xd8b31337e505760a8486a3bbceba291316a3cc92,197209.3312,590.2053272,
0xb0e313ea12d87823d7d4204b63b7e478ee0ab23e,197194.22,590.1601025,
0x9017ec7c1dd1562fb9dd385223b8e61e80a57923,196058.7587,586.7619098,
0xf2f5da016955de491a614a81c557db04de2d46a8,195767.5666,585.8904342,
0xbd9deeb9f638febf84ce7544758e37f4aad9c8b3,195256.8,584.3618191,
0x57441ae820828d8b7c41574fc95bc4a21f96fa2b,195115.11,583.9377712,
0xc841f46d199f4dc14fc62881e18c56d1dc1d2d69,194733.2338,582.7948976,
0xc4ef9eeb3c7d6f26b2d46c56032ce0084e9b3134,194648.574,582.5415286,
0x32c9f207bc785bc3feac3beda5b0e7c1b947239d,194647.95,582.5396613,
0x92edc39daae7268f34938bb19399aaf6c9196728,194631.21,582.4895621,
0x7287ba6e4276985776e5a14b432a150ca00688b3,194108.9697,580.9266087,
0xdbfd836c989e1fe9586cb0d1bfb35e7849be23a5,194010.4019,580.6316162,
0xf3908354ed5133039e71a45bfdf2fe12f888738b,193906.4026,580.3203686,
0xa18ad530c4f1d77517e06bb609ed06a351e0be95,193576.4223,579.3328081,
0x9d837774efb22c42d975fd86a8642ce97462f848,193556.9965,579.274671,
0x2ff2011f538ea8dfdc2af2d40eb42add07536c1f,193021.0023,577.6705551,
0xc0609254b3a383670edac51ff07d37d330b33226,192678.5364,576.6456278,
0x222c8266f4a8510a6466465a4428e4fd8e932f02,192483.2,576.0610278,
0xad8dc2d9bf4ded1a9537d1045fd12fb77d939d2e,192412.2821,575.8487858,
0xd49e5771bea214f10a31ac160e6159717481c432,192275.2073,575.4385502,
0xa1357d9810b01374a7c22298cd4afd4219584581,192250.5501,575.3647565,
0x561f3259ac6a6198acd1d14495855143d5089e18,191959.6,574.494005,
0x0703412cd0a20a4c03dd25dea22b637cf6012b08,191729.91,573.806592,
0x25e1ac8a979dd59fa3fca8cbed54e95754d48e94,191706.4621,573.7364176,
0xe292da952ccede07cc95e8ab5a88f65a009fe058,190713.24,570.7639163,
0x466539e6bc206f3de3b33fd293fc843da82b5cdb,190278.2173,569.4619865,
0x5fb35c60321d5441eb0273611cfac5fa6a4579fd,190183.83,569.1795054,
0xafc1989e70494420c2c2e4924a0d4c8c6ba9277e,189980.1509,568.5699376,
0xddd8a19628d1a82668bea789c243cc3f0eccec0c,189910.4,568.3611879,
0x1370dff355739f76ceb035abd5e9e54e61f14b84,189482.17,567.0795872,
0xac23a6f100007cf52d5d102ba1361d2154eb7b15,189399.5886,566.8324388,
0x48d0d4751156d7665492eb1f6ddd0a930368214d,189203.1137,566.2444315,
0x9308690e866fa0321a51f4c99a617b7620037547,188944.6596,565.4709336,
0x470d235ca1caff614abee02d98ac3aa89a6758bd,188527.2683,564.2217706,
0x291d073ca375741266e127421c867370b2d95f36,188427.43,563.9229761,
0x5625438348a2357dd6bd67d344d24fce55657088,188382.21,563.7876423,
0x33079b18fa5da93ccc57294048ae9d6306a0f669,188201.61,563.2471451,
0x96fd61202a698ee3eac21e247a6b209ea5ffeb91,187786.841,562.0058304,
0x7542cb6acf7aabd9cc371b3339a9b6c05be2ab5d,187088.6716,559.9163587,
0xb9966663aea8e8192880c3a3b9a539042202501a,186780.16,558.9930495,
0x1b630b89a5efa01ea3a9bc9351f2cf32b0f06230,186176.8681,557.1875258,
0x95272c5e0f8bd14ed7f79656b3ace6b06c85e5fe,185912.27,556.3956404,
0x4bc1ba64b7e47b23e76e702f7e41b4064b05ab6f,185651.2298,555.614403,
0xba9366ce37aa833eab8f12d599977a16e470e34e,185289.71,554.5324516,
0x64c174d4d18be87555bc56ddcd8b71912a4c1811,185236.042,554.3718346,
0xfaa1eb1865f0e235d5dc7b56139e794a3276311e,184759.8627,552.9467319,
0xca9db835b886308fcf01aa2c42a0b5228a3e2dee,184636.02,552.5760973,
0xc94d81acab9f2574cc424aa5764da484d856a4e3,184443.08,551.9986691,
0x46bbf0edba51ae50088284daa5616868d94b9fb8,184240.7546,551.3931524,
0x2fbad30edb0a39b402b45fa3a33958ddb809137c,183688.9124,549.7416069,
0xee55583ce4f64791b30451156f1141fcea0aae04,183328.8861,548.6641254,
0x51436c0469a35d74d48fdbccd393fbec748296d0,183240.88,548.4007418,
0xf848c171f708c45b28ab299cd58bd239b9836939,182261.35,545.4692181,
0x82ca345c167bdcad56fbedc7cc85a488885bdadc,182117.4755,545.0386326,
0x084d8bf10052656207d493c40085621748c0981a,182076.76,544.9167798,
0x23f1045ca09e9c3206851336a2a05d35bbc812d3,181940.5007,544.5089849,
0x684718c56b8d35866c48ccebec69cd26c9132dc2,181725.302,543.8649413,
0x742be8faf56c9bd0b4e9736d907c5adba14d7dcb,181166.27,542.191878,
0x24777ca8e50c9cec03b89aa65eacdac5279db7a8,180811.21,541.1292594,
0x3e763998e3c70b15347d68dc93a9ca021385675d,180536.0791,540.3058514,
0xcfc852e4dd47d6945698d9f998e6d77afc70825b,179937.1,538.5132352,
0x58a30368b848421100d8fb59d5f6be71036bbc3c,179892.01,538.3782905,
0x280d8ca1bf1c06daeb9669a353bd6b135e46705d,179578.64,537.4404411,
0x62e9deafc40c908ba4197ed08756099510c54a0b,179195.12,536.2926479,
0xca1b8195f57d94163b9137cce2327692414cca01,178603.3766,534.5216865,
0x9be483f4b15a5ecc3e0d93e3fd82c3cf30f0d840,178079.4843,532.953789,
0xedd22f548db5057a73d46c0e19b19f9d5583d100,177642.65,531.6464374,
0x733246bcee1d39f3cae699a1f1cffc97d67d2e57,177601.2,531.5223864,
0x724352ca4009ab3af965e44013fc36dd1722b1d5,176907.5867,529.4465501,
0xf00484c0732914253415ce3ff2501a74eb2a5de3,176761.35,529.0088951,
0xa9adda56845662af63a16a02afe2512e0babe4f0,176434.98,528.0321395,
0x6f43129642ae3f8e394f3b005054ad02f1d41c17,176428.5607,528.012928,
0x3ddd5b5b6aa2e573f6596d56879c1d71125f95de,176083.69,526.9808037,
0x2c8c68f84dfe2be2908f3aa54ab8505b7347ee02,175787.0422,526.0930003,
0x1fd6c9fcf4fb4254ed8240bfa752c97682429a30,175007.2099,523.7591292,
0x49c1cc75c47a1c289aa25cd189d95beb609a89f3,173499.25,519.2461278,
0x5fc8099c5e5eceeee13b1b53c1903d5c5973db8a,173398.5995,518.9449023,
0x10a3ae89b38e8ac1c279992ef669422a8d7b041c,173312.04,518.6858484,
0x1c067faf834c21d0261ea7b9d07616e6487a9d86,173267.2791,518.5518886,
0x7c3d7f5182d6e875237a29256234dcd49594f321,172570.39,516.4662486,
0x64ac784e6382b7251db86c945f1706fe612a2b2c,172080.821,515.0010733,
0xd3de8ac3a69b758418130f04ea289ad20ba59d48,172034.7002,514.8630437,
0x7c3b48006396450bd5765236e84423e432696262,171908.9461,514.4866885,
0x85a0480eb0798e1a47cac33e1cc017cd605b2826,171816.9002,514.211215,
0xf9fc5f5e3d947eddd32d168ab00e4dc2f08e05bb,171507.32,513.2847076,
0x6ac54906d7eae6bec5c7fbd26988de4bebd621a7,171163.4381,512.2555427,
0x32bb122ab471c0eabf1af7398af9eb3c9d3da366,171056.4169,511.935251,
0xcca50b150259f60a8980c928e676a383d415872b,170313.86,509.7129372,
0xc5f103fb2b831d461465cd80cc7fc09ec5e36051,170261.866,509.5573302,
0xb118fd9852ec6762ed38799cb43f0ad1f0d29a2e,169872.8681,508.3931427,
0x9821cb2763d83c7501039a3ac69b83320334408f,169543.9668,507.4088116,
0x41ccbe5692a42cf6d95efde7773af6c83db8f646,169072.7505,505.998562,
0x5dfbd81a68b044139a2dae1841d802a9aec900fe,168769.0042,505.0895145,
0x6a1442e2eb34de5ed80ad8c41dd8bf7b67ee1d68,168379.94,503.9251285,
0x99cb5ae9856c8b133b994d96dd446795af708b04,168243.47,503.516703,
0x7dedda2706e6565a517be3c76b0918f9e01fa412,167353.2069,500.8523361,
0x64c11f490b55722f150a4a5b500389859ada3cd4,167039.7234,499.9141469,
0x18a4e9b06065c447f68c05c213a0670f92f60c7f,166807.58,499.2193915,
0x9568770445f9f9c44bd6a9d9bbac77f227b7158b,166739.7182,499.0162957,
0x71bb3cb0550c5966af52f7dcdb731e8c8e8158e4,166218.6968,497.4569901,
0x1e89a2b12cfb3a8e7f0a629ca095c7c1e16d5b8c,166189.7939,497.37049,
0x1eacdf9d4eaed9ea15410a880ed4f48cdcf6265c,164776.9714,493.1422143,
0xa777040aa7abfac0eede51aa88f94aa63c033fa2,163988.1959,490.7815782,
0x489aaaa35a029ae04e4c5010b7c64f453b4eeb03,163905.77,490.5348951,
0x72cca842a7fb986cb81efcf168282ca78578f0da,163611.31,489.6536394,
0xac9fa4158c0c7195bbe6bf40cbf6236e8a71c151,163584.3503,489.5729548,
0xb26e7a801b8ba30db57fab562b79ce202968cb36,163434.94,489.1258017,
0x9bc5ccc81d7a7e1d11fde26fc59d6f6207e47a98,163179.97,488.362731,
0xa7fe223e847227831dd3d518743073151adb2d14,162858.53,487.4007299,
0x961b0f2557da8a982e0b8b3f8bcacd57fa066c93,162623.1709,486.6963503,
0xc73fd8a867c95e62dd75be1e9d68226fb6797a48,162352.52,485.8863503,
0x539b26c0a32e3ea318a28ff0cacd9f838e6419af,162259.84,485.6089788,
0x368bea613da648f5c490be6610d52fe59ff67f89,162229.92,485.5194347,
0xb9e13cc30d265faf2148d28deb892ccb755b6d23,162132.16,485.2268599,
0x8a70b9fefd03d8c54877bc26203a87f253266fc8,162063.01,485.0199088,
0xcab929513a1b5eca2ad31851de2c806826793f8b,161958.7429,484.7078596,
0xbf83ce96835bb66eb074ad0ec470dad133448581,161913.0231,484.5710302,
0x4a3f4dcbcd054d172ef4374264ff05f558865afb,161799.14,484.2302023,
0x7c63cca53eeddb1faad62d0c045db87f058b1737,161684.4801,483.8870498,
0x5da727553667ef41b764069f9a5f18952053e55c,161648.5455,483.7795054,
0x41103f044bd81b7e52b8a7a656a61285d0830042,161429.3502,483.1235005,
0x492fd317c63a56cb9ae6004e1614ed5b66e9ae08,161180.35,482.3782963,
0x2bd176a2e1b621525809e3fc62194ecfbf0509b3,160846.7489,481.3798994,
0x7387bf434cb00872d3aefc0ee4c662f0ad70bbdf,160739.3428,481.058456,
0x4af6e02c0693439081e72e791844839b7081c2bf,160608.29,480.6662431,
0x85a603dec4b8d1a81b6886cca1c0a461615d2f0f,160028.5,478.9310557,
0x5a3ef23bb938f39cf9c383260f06bdc8660033d0,159884.0623,478.4987847,
0xe6c3bae1af6db025391fda4c7cf394e832aa546c,159841.95,478.3727515,
0x75ddddf55a80a5e1344b1500dc1bc65016b57ee4,159704.25,477.9606449,
0x61b076d17a5b1d3f0a2b5322c0991d5698cbf72b,159639.3,477.7662634,
0xcf53cab789e7971f331b8ee1a045ac920109ba78,159611.5241,477.6831359,
0xe9c1f3d4ba95ca1b2990300a893f01102c2c1da2,159116.71,476.2022634,
0x517be557dcc291f19a6af21870fdcf469cc3baeb,158095.51,473.1460303,
0x693be4721851412675490f50daad66fb95959b6f,158065.0591,473.0548974,
0x9f488eb668470081d74af06788543b5d1fef9a02,158035.75,472.9671814,
0x67c7330ff6d042bd9b386ab78f08789fa81340c3,157582.52,471.610761,
0x8df57cdd2fc6baa4e2b451dccbdd3c646b80e382,156901.0409,469.5712397,
0x63d792ec37b54732c9a74a8373ab17747c373821,156685.5781,468.9264059,
0xf562810fba43765ebb5e20c78a5a9519a006f33e,156469.4346,468.2795344,
0xddcc053694e9662388ad0c3c1aaf01ac058a9f0b,156239.11,467.5902223,
0x8d98fff066733b1867e83d1e9563dbe2ad93d933,156100.2861,467.174752,
0xf9bb823a2eaa181ab89b79cea6301274368999b4,155549.9933,465.5278434,
0x2a6d40b83027f8dd8b95872edd420336121cd6b3,155508.86,465.4047404,
0xb9815cea480f0f4919bf6f25675c01e477a11fb9,154596.0105,462.6727771,
0x5d0b1309def9dfdd7240b8667afb801fc49ff47f,154030.7457,460.9810607,
0xc9c94bafbdf4fedd1513e9d66be709802fac75ab,153955.57,460.7560758,
0x1b686d0044f8d893826193b748c77255f36ca9f6,153866.44,460.4893288,
0xefe139ecee9b787ae4329814058003e81a3a40c1,153653.9761,459.8534697,
0x8c152b5356b2f7b1eb142750670d1cf4865f0b51,153445.9716,459.2309567,
0x88812b4f3a593bcb6faee35fea189af677d6d00d,153346.0108,458.9317956,
0xc1e7ca17274c36a3358460f93ce30200916688b6,152453.3363,456.2602118,
0xe749546455cf694d0b3b96d52c473a107fe8c49b,152446.2566,456.2390239,
0xbd73c7fe629b85dde4b4bb02cdaa7a799fcdee3d,152346.8659,455.9415687,
0x0b386dc002c07118a8ba421fb53425261b268cda,152243.3203,455.6316789,
0xe790e84efe105a610ec61d9d31edc07c2569f529,151956.9333,454.7745837,
0xea45237a64c5fa26e080c2936a3339539441cd51,151693.7541,453.9869449,
0x66a8696386ba57f7f0c25e2bada652c031cd7df3,151529.86,453.4964448,
0xbba80b000612081e83c86ab37507339fb840ad73,151496.94,453.3979223,
0x133d93566f9699b3af46fe150daa8a67a9563ed6,151343.7519,452.9394632,
0xb3a4c884eb43ee1c03619bba3f23c130a7fb9419,150859.11,451.4890336,
0x012c3fb7cc5d87e474df44b11b412f492c6de81b,150272.5,449.7334354,
0x9cd75894548a8969e924f0b3af6bf8dc27612b71,150114.5416,449.2606998,
0xada16524790feb163b12a83d95a18d580cf93c00,149962.08,448.8044148,
0x9bd151028f6f1e1de69006727d2db90d7f228d49,149881.81,448.5641839,
0x37aa1c7f0387d6948494b01e5dd63f614fad03c9,149791.83,448.294893,
0xa40f2c85f814827d9bc01d6e2e6328832991076e,149221.1096,446.5868488,
0x54b0d1f169e8670b1572c27c5c91a345e5169161,149111.49,446.2587809,
0x2ec19e982172ead28b312a07faf25105fb3747d8,148977.8982,445.8589694,
0xefe57a588d1cfbd63c30ce1d22715f0cb2eb365a,148928.3099,445.7105622,
0x31664f3f8d5b15f5633451dee4fd4e2df2598226,148599.7891,444.7273698,
0x8479f815ba0c02ed3c745d2e5b888dbf99cdf6fd,148280.3252,443.7712827,
0xebe5a61beac6849ec68b8e8578de73c31d841164,148228.29,443.6155523,
0xe51c890d5f23cb632ca79d8993479e6bbf8d7c81,148133.34,443.3313873,
0xc0d8424b2ce8754be1bbf1b43c5bd169f4865e38,148107.8569,443.255122,
0x2c7f18737048f17eebb3ada142780cb664601058,148049.72,443.0811305,
0x327a2f6906b68388f84e162dda73483e823643a0,147836.5,442.4430087,
0x4510a998836b19fccba51de429af88ee3b53f3c3,147346.77,440.9773516,
0xa49c738162a6faac74220993ad014814955a535c,147256.67,440.7077016,
0xe42a8a7b37d6b89bc6d813b422b6ef8159e9eff1,147117.38,440.2908364,
0x578b2e075e05a50dfa5a4368990a92a17743c289,147069.06,440.146225,
0x98304522ae254c49ba9936a917392f70635899ad,147043.52,440.0697893,
0x6c8dead29a3ed840dac654e1a505045386bc528f,146678.4415,438.9771875,
0xb5134c208ac8ed75d300a3320cf379c4171c4a3e,146512.5,438.48056,
0xe0d9309930385cabbf1a5d3b578a9a79943b47ef,145876.5649,436.5773423,
0x1e81a898d34c98beedb0b99b14354cda64485314,145733.9727,436.1505945,
0x6128c9b046c1faf7e2f75e42691bf81c5e694143,145575.3754,435.6759466,
0x5377eaf636ea0ebe1df95555621dbc8bb8e88e9c,145494.0595,435.4325856,
0x64f961eec2ba222dcba8fa354f03e27529b96f5b,145490.9679,435.4233329,
0x75d415edcb3c3782e5952470821e983f9053a209,145442.65,435.2787279,
0x46894227312a8f9864c5ab9d7272dab78f8e81c8,145389.16,435.1186438,
0xdda96a258a3e68d188f9932512cea29642b9be84,145315.42,434.8979558,
0x332f93fb7708b950cce542ec9b3d8bab567aa8c2,145302.0631,434.8579815,
0xbf89b186b71d559ad36ac4e0722baadb59c625e9,145263.8318,434.7435632,
0x5510bc2c2fbdf7ccc4fefd2b444a407293472ffc,145257.7477,434.7253548,
0x2b2e5f1441941d78a04148d77cdfc82d26821240,145071.4797,434.1678947,
0xeac16259f17a972e318380b041632a211fbc9163,144900.8824,433.6573334,
0x14ab9f431b7d25fcad366ec9511dce38e229745c,144707.4732,433.0785011,
0x5bfb341aea4ac0ab3cc3274271bdd63b850e4f1b,144543.458,432.5876385,
0x5b7ad20cc58d6b751922af75dd9cdaad8bdfd3f4,144092.71,431.2386464,
0xc1ea41915b81633cd210632be01d85782a537af3,144039.18,431.0784425,
0xbefdc1b60039955d4f12a461f2ddb51dc15ef3aa,143786.82,430.3231831,
0xae32293ddebaf24cab4c8dad8210ea7d26291038,143737.72,430.1762373,
0x69db9d53ac3df9cd109dd8dcde90dcabdf43a51e,143641.74,429.8889897,
0x7ece2eed80a8bf801653114d205353b7c4681610,143511.0808,429.4979547,
0xb4b02e9595004d4913aed6d4967a6b98f0247687,143228.7425,428.6529767,
0xee91d62eb5aaea933efbfd0790613af5db305006,143173.02,428.486211,
0x87a9756d8eeb60e662b87da5b895762274395c73,143126.9039,428.3481953,
0xcad8a4ddf612b68b93b9bb1acf072cfd24f73ecf,143125.6685,428.344498,
0xd330f80a8303f79ec1ef7b275de5f6e5edded1b0,143010.4554,427.9996898,
0x10e4c2c95ae13eaf2f76a2020df1c1e96b733132,142278.3845,425.8087584,
0x06a21e581b030b9495da79cfd7670d211fdd2e14,142230.0245,425.6640273,
0xd2594436a220e90495cb3066b24d37a8252fac0c,141875.54,424.603131,
0x5d0edf82c5be548673c0a63738af8eec8b72f3b3,141573.16,423.6981724,
0x405beee7f26452b92ab274edd30e590df3864f64,141189.476,422.5498882,
0xe525bc2137136324f4eb5968d3b0a8f6c6af3948,141070.28,422.1931602,
0x5a9e3b680fc533ddbb64bea4bb262b4884ae5db0,140884.8944,421.6383408,
0x7f8e50ddad1aee9edee1ee1f432cd2e44cb5071c,140749.1419,421.2320625,
0xa9fa7646156d85ad6316e8f9a9436c4bce6378e9,140421.7002,420.2520996,
0xb3bfb32977cfd6200ab9537e3703e501d8381c9b,140304.75,419.9020927,
0xba2dc20329b21370b91e1306b1c0b4c0ff9adbd5,139933.483,418.7909699,
0x59270ea5684c11c71255019ae4bd099ed58c2e93,139909.65,418.7196429,
0x48c7e0db3dad3fe4eb0513b86fe5c38ebb4e0f91,139809.11,418.4187482,
0x6626735e51b34119f971d29241f2bbcded57cc78,139540.0415,417.6134839,
0x63fa319a44517f0c41e7902b2aa016e83fda17aa,139491.2019,417.4673173,
0x1670de538e08b0d080e4d1e2d84bb74eba60c2f2,139456.59,417.3637313,
0xb3f21996b59ff2f1cd0fabbdf9bc756e8f93fec9,138914.49,415.741342,
0xdbfc2f881d0a2864b3d247e08c5d93baf564050e,138746.0187,415.2371435,
0x338e76d66ef221c46ab95a703b52b270c747d200,138726.2375,415.1779426,
0x7694a40811149ae043605b2f93e395d546b27c8d,138537.1741,414.6121164,
0x35e3a5f9a59a441f5b87416ed68eb99753e59171,138429.77,414.2906788,
0xb42a8d6145b9220990ff82d1cbd4175b553ef821,138262.6728,413.7905927,
0x2719e4c5f93224f02d7b0ca9f86894a98f49e21b,138260.9536,413.7854474,
0xf79fd8c04bf7e03ffd8e9a9ee1c546dabcd75644,137879.6767,412.6443673,
0x3a26d11a8883df7518a968ee20a27f9e2bb48784,137370.687,411.1210701,
0xbe9339f1887cb98866f7343e279b4b9bd08d9d99,137253.18,410.7693967,
0x5a2ab96e424fd56785705aedc13903967fec0244,137189.6946,410.5793986,
0xf58dd26ff08a50ac56795f74dc6cdca2a77bb2f4,136640.503,408.9357856,
0xa5c331ed59e8c31e1b7ce5decd78daffc99f0b4c,136476.7374,408.4456701,
0x06f93c8b597f453cbfd1aabc1b1860416141cce5,136146.14,407.4562629,
0xcd273542cafab97221177491a91c5d8fadcb3244,136145.39,407.4540183,
0x436e1116a969774096120e631e35ec35ae0e940b,136083.2454,407.2680329,
0x4f144e21cc054874702d5c9faf7ff9a2ab7572a3,135987.5597,406.9816659,
0x610a67180a891047c506617d899f5cee4970fc8b,135689.76,406.0904152,
0x148691bc2aab5abb8b91618267e66b860edb14b4,135678.7195,406.0573734,
0xdf67d679c714f74f53c65336a347e7414fff2077,135649.3775,405.9695589,
0x01b4f210123f3925b0fd057bacdd880f23aaf3bd,135412.2032,405.2597472,
0xf6ffc20942a26d20e4f38f540ffc39830600ea5d,135279.63,404.8629839,
0x63e70dc1cf0633fa595d3f1265e47a1316b55926,134818.2468,403.4821626,
0x7c6d1100289bc41722e62bd0c3cbfd8458cc36e7,134732.0563,403.224213,
0x78376e7a7bf351c24206ec3493cc33c342bf25ce,134668.7384,403.0347161,
0x7f0759cb20de8c7a996db6f6c12b33314d0379c3,134544.5673,402.6630984,
0x52dee6d506b6a96d2180e4214bc65b822545fd0b,134243.7225,401.7627344,
0x62cff0c0d9a1aa1fe683dc916ed2146b01d19563,134127.8036,401.415814,
0x6685a95a33e036a5e74e345676c0ba850dbcd357,133976.6107,400.963326,
0x6f17763368d26041db7aa1232b5069990e846b0f,133873.03,400.6533311,
0x84f4b2347a06984dedf8cf3c01712de52e2e9ee8,133868.7729,400.6405906,
0x4cde899b86d15efcf06acbd0197020594c7582bb,133680.59,400.0773993,
0x4ba016eb38569d2a5a1049f9470b9b822d9d1e41,133454.73,399.4014487,
0x6e8a0da16af117e2e3fccfe62ed41ba2c0ff599c,133332.61,399.0359696,
0x9ce863af7a58c8554710176f583d5908af5777be,133241.44,398.7631173,
0x890a3453633970378b9460fa0d071f812405d5dc,133229.31,398.7268149,
0xf9319501b4d8ca8cc171ec4db658f72896fa05d1,133178.54,398.5748711,
0xe026cbcb6f9dea9419d5e43c702bf4a86af945ae,133122.9544,398.4085152,
0x10980e0f0eac8ded9a7f7a105c46f60e552818e2,132709.21,397.1702669,
0x380070021a7584f3b98e25119aa510a6520705c9,132186.32,395.605369,
0xd1821ccd677cfde232896a9aea0301d7f23d4055,132120.39,395.4080546,
0x936afdceb4eb0b7d37a17675d845515cb5e60706,131885.1587,394.7040576,
0xe4379a25a0db888e19ec2c14416fe68a62aca5cc,131586.9502,393.8115836,
0x0a389c8c7101409831e81c82dcc9cdb13dfb4e39,131586.5636,393.8104264,
0x3addfb3300fe7bf1f7f14fc877ad1b5e1f2c6b31,131295.8653,392.9404286,
0x0463b3c3b5b84709aaefc4612a94f1f99067306d,131258.26,392.827884,
0xba15e9b644685cb845af18a738abd40c6bcd78ed,131078.56,392.2900803,
0x293233bbf144499ef02bdb96e8ec0ac0d6260473,130966.0744,391.9534349,
0x3d88d83d6558b3e55ba7814acab733688362d5f2,130836.57,391.5658561,
0x0faa92ab469db5d268fd37c2f1f5e39f72b0e3b3,130601.23,390.8615338,
0xef711c58890e5aaf4df596f8fb66fd47b1abb15c,130537.86,390.671881,
0x5d366f6b6d215ec63f4b77e128f641905311cf45,130522.06,390.6245949,
0xccce51df7f5bb26164531024664ca85f7dfe3b98,130477.56,390.491416,
0xa2e7002e0ffc42e4228292d67c13a81fdd191870,130196.5726,389.6504809,
0x10c0014602516a154f8883ae4cbf09322d84cb81,129869.3649,388.6712181,
0x729d216854c88da5fb939baa80f41b489bb0503b,129321.13,387.0304684,
0x44ff91d2174c13ca96cf360fd6659b34285ff5fc,129254.66,386.8315379,
0xd6292bae1b5c7df513d48bc40ea554654d763124,129238.8073,386.7840941,
0x386c63663e9365ba2e906123cbf3ebd8585edf93,129151.83,386.5237898,
0xce655486c6da0e46219efb09d653d3362733a302,128730.49,385.2628093,
0xc9df95d55552de768b9a5514277097d4c705d21a,128660.89,385.0545114,
0x5697ce38fce437fb0510839047cbe00174923bb2,128561.43,384.7568489,
0x778838ab29d2f1b667103167b5c7d8d613b3b3aa,128506.07,384.5911683,
0xf286e07ed6889658a3285c05c4f736963cf41456,128503.46,384.5833571,
0xd736f9601c7669207d0fc28643aa701762bebe7c,128428.05,384.3576711,
0x5c25f3e763d567e7cbd791141f645d86dd11c437,128354.3268,384.1370334,
0xbfc4c6976025213e98f3b1be56407148e0084219,128217.0226,383.7261114,
0xa800bbd06496ae716b2c93cbb7d9666ca586f582,128213.45,383.7154192,
0x9890c93870787e09f3180797850827f558495417,128117.6671,383.4287616,
0xb5baa3ae23acf4bbf813414d09957e70166f3d8a,128081.72,383.3211795,
0x0a569306fd29da4d5712d2616350bb22104f799a,127796.35,382.4671282,
0xc6961aeeee35122594adb81396f5d1e4d4ff0e4b,127776.6767,382.4082502,
0x73745986d145becfb48be3fed88891d2fe8f0c0d,127577.6436,381.8125867,
0xdb52fd636cebfef6a8a7423e1b335f244d99a603,127543.65,381.7108512,
0x34a32a46824a8c4f3742f1574fb039da2cb7ce34,127528.55,381.6656601,
0x7e1583004e163b02e49b184d1e9c3923a08df12b,127309.3914,381.0097653,
0x4a2f55caf0cb91f8c4e3602515133312d3bfeb6b,127239.05,380.7992485,
0xb022b80c795d1258694cb06623785f72abfdc6fa,127225.1209,380.7575617,
0x8d12a71cb933a4222d42fecbb4ba9c15e455305b,126949.8573,379.9337567,
0x655674325392480542aaa9b0291f3be976cd95ac,126913.8216,379.8259096,
0xac0dc8ea856ef90f1df51bc345acf297cf5e1290,126287.7774,377.9522933,
0x7a67661f1fd79a6fc1681877419b09bd41079e2e,126063.02,377.2796424,
0x99f28ec204fb6350a7a47045670dac9d0e399839,125761.45,376.3771079,
0xca5a4938753aafd7b536db28a10cec42d7ab0e84,125723.0606,376.2622167,
0xbd05d99b93b6649c8f56b66d3984f56d970dd91d,125563.98,375.7861225,
