user,total_volume,Point,
0xcfd4f8123f3ec8c997b91d893fdad40bb9c0a62a,2987628.97,8941.334179,
0x11d67fa925877813b744abc0917900c2b1d6eb81,2983832.28,8929.971498,
0x0d7661a7b7a89b40b6db128900557e4f1d1b3789,2969782.99,8887.92498,
0x3077c2f61ee246207012081eb8498df33d6bd7db,2926620.654,8758.749346,
0xfe19802124b71f37e1cef8529b9bd32fcae958e6,2901044.587,8682.205649,
0x8fee1be01aa46f5c6d7e8ef2d36b8d255dfa224c,2887402.04,8641.376425,
0x07eac6dc2af876d2f0402f6804cc6ceaa0cd20cd,2871907.454,8595.004446,
0xdf85ca6fd65e4b5a3dfa076b3f585437f3aabd18,2762510.449,8267.602618,
0x06823c238a56c255961ab71894817a69549fdfca,2735482.263,8186.713042,
0x26dd7126ce8ba22ccd2f77affb41fcd44789c26a,2720662.869,8142.361769,
0xea173fdc768c9a363753108660132bdc6353124e,2634244.458,7883.729955,
0x76021ca9999697c0669d04095e68fa4589432321,2599704.964,7780.360641,
0x7e3e7cc5044f84fd813fe3d283c6fadcf9c42c23,2582823.358,7729.837608,
0x219b18a7daf170b1686ebd9a0ddafc9b1b0eeb27,2569900.15,7691.161211,
0x3bab1fc6f0e2265b5fea6a23d154bc4b0c67f1f9,2550582.486,7633.347578,
0xf8992a1f4e302460bd49a1646ee315d810235212,2544827.8,7616.125033,
0xb08cd8d53c9463935faf555a1ee53e847d98a61a,2533075.363,7580.952504,
0x28bbad4cbf7264c0c550bd1414222515059fa9b9,2532655.78,7579.696782,
0xaf253adaeb11014f254ce98c75d20490def8df23,2523256.189,7551.565818,
0x836357ede28782e3fa971a6faa34d145405d91e9,2522324.423,7548.77724,
0xdcb7943f8454a5742b2b881b6ecfc8c7d198f631,2503152.27,7491.39909,
0x82d5b372cfb8acd81190ac2a126b66ad6ef9d7c7,2460485.734,7363.707279,
0xbfbc1a9d959f3140ef3ba0073f1044a02be7b637,2456233.818,7350.982204,
0xd600ee8c118b0617cac8b0c297eaa54631857fb1,2454703.601,7346.402592,
0xd5e806d2da3b24970c23a5fceb759c36e87be0a1,2428677.74,7268.512759,
0xa2b615a078fdfba4cf495836a135a80f690fa126,2422103.267,7248.836768,
0x94382cf5d7f6eb2de5e5f41553086f08b14e11be,2401390.704,7186.848499,
0xbc8819c1821bc52b5d30d2dd52f0cb6110510005,2382080.35,7129.056742,
0x8f8fcfbc0f0e0905edef4c2aea31389ad653341d,2378244.76,7117.577642,
0xbdaf1d90173ea2066cba7326f744e017698f089a,2366756.998,7083.19723,
0x136ea1a4965fbe2587cfdb26d08c7afdee0da608,2363488.444,7073.415145,
0x940e5beda70265b3891a1bd8bc8c74fcf342a033,2327855.806,6966.774286,
0x2a7a36211d306cec6cdad19c48840b5b9f9423e6,2314118.585,6925.661724,
0xc1725953be260ecd5c5ca21eb5524d4986afd06f,2309574.527,6912.062329,
0x8b8fbe6f27a1fa2a8df33ace05c396a389b1df61,2294422.38,6866.715196,
0xbb0679cb3611b90a8e764886ddc3b5619b9c86d2,2287401.031,6845.7018,
0xc8c6c74cffba0db57faafaa511d85d386de02765,2244270.979,6716.622785,
0xdad18e6af9886ad4a9b9ed3ab9a50d33b3f58e7d,2238733.273,6700.049616,
0xb9ee6cadcab9f461e2c6e3bf9cd233516f69480e,2229765.14,6673.209913,
0xc1d125c250e47e6ee95a50c4d5481e9dcf1cd12c,2218386.735,6639.156781,
0xa7bf010acc24b923f9cf8acbaae524af3e989892,2213095.008,6623.319775,
0x92cea8decafd67b90f6d5c61ddb4de1472ada07a,2208710.996,6610.199365,
0x46b47a57f6809223794e1e1e83bb6fa1020496f1,2195912.065,6571.894905,
0x3f7c10cbbb1ea1046a80b738b9eaf3217410c7f6,2188030.566,6548.307263,
0x418caebb1526a6a592f38f574985503bf2d00115,2174953.61,6509.170733,
0x9d6dd96cbb7d508b7526086191b41040d297d457,2162341.241,6471.42461,
0xadd7a1ed12c52af46ed43575328ea21439b3054d,2148169.112,6429.010463,
0xcf1cf25e5cd7aea5f86d8400d600411be1d85d90,2147524.046,6427.079916,
0xc4270adbc6d6e8a52b5fb8dad0cd196bd7b2bbd6,2145773.649,6421.841353,
0xbe878c39929ed3e79a9fff31a4415da9a45fa73c,2130417.88,6375.884823,
0xca590551c68a1a67d54770efe8d89c0276df956f,2075345.235,6211.064181,
0x5bba058da2a3ea328c8d8704b0a08b44cf47814b,2054970.022,6150.085531,
0x90dde8a056363a80724b4177e41bdc6c76dac58c,2054350.17,6148.230445,
0xe70de11da5e903d6a64e82719f6484f0849680a1,2032720.884,6083.49862,
0xe76d3088a17db308a64e7a7d321432f20246bc1a,1996013.472,5973.641192,
0x11b03f72b6dc5028343cea54001fae760689d72c,1981142.841,5929.136575,
0x6776b04c0660f0460a8e09da457fbf819c77dc07,1965599.403,5882.61839,
0xb3ddc2a5b4ebdb7640191906bd4195e23e17142c,1954241.85,5848.627665,
0x940f450c4025b01213e36f71a921d7fa0de47ed5,1945609.07,5822.791602,
0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46,1935075.181,5791.265925,
0xb787218aa197777dfa7443ff31250174b6aacbaa,1925569.14,5762.81638,
0xa95830e6121c6195f7c12e4958130ce64befefb4,1866332.705,5585.534407,
0xca9ad076f2c25571c719df64b2ec1d4087e15f57,1850902.024,5539.353679,
0xb8b0cc3793bbbfdb997fec45828f172e5423d3e2,1806069.406,5405.179249,
0x5497b5726cacc185c8294da111a3319a0c33a6bb,1802983.68,5395.944331,
0x3e91ea006f8b2394a6db8ab0225309ad6e7ed9cb,1798214.823,5381.672163,
0x3a00b3c58e45f2d5ce8e6929f6d12d792b0c3323,1797432.898,5379.332027,
0x6b6e2fbedf0c5146dca6d0b31db6fabb98d5bbad,1794957.547,5371.923833,
0xcf1d714e94f36c3a5248d09b4ffb9d7a8da0e862,1793559.837,5367.740784,
0xa21944728cb25c4d936cf58c4cef8e706158d544,1784658.176,5341.100018,
0xab8410bb53ce7e27bd45b86ec7b3688159c512ec,1755799.639,5254.732592,
0x2ddf65f5ef0eee5029b7b04315376f3d1b646a35,1747576.514,5230.122538,
0xd87ecc6c74f486b044824a222326a96f696fcfa2,1730845.054,5180.048859,
0x42bf389b0ccfecd19ced32b661fda2239df2e209,1713120.099,5127.001864,
0xca4016464d6d74e4cdc4a7b3c065ca7c57ca9bd2,1709639.555,5116.58534,
0x542f63d04afd47fcc27a7d453aa56ccdb53891b1,1693080.722,5067.028294,
0xf2870dde3e94663ce8c7aaf242ca20ce07c5d02b,1690938.94,5060.6184,
0x302efe698e7de77326079eb78fb2a5800a157f67,1679120.41,5025.248069,
0x13f0d371407dbb16008495b51e2fb750ff211cb3,1668189.075,4992.532924,
0x6cb6637c03666f1fa3730b0f31065beda3cb8396,1654480.579,4951.506329,
0xc2834346135e4a4a99ae4dbd61e31e888a3a25c3,1637659.748,4901.16518,
0x4769d6c23b8a1a663d440a9005828bb45c5b5f25,1620704.68,4850.42229,
0x889950ab2ef96def7daf9f7d11880bf320853558,1596148.89,4776.932065,
0x203e39b20e66b58fb9172df850e8c89fac26021d,1586533.3,4748.154662,
0x75066d49b26054361fae0c0a299bcd5fc07b3213,1586459.705,4747.934409,
0x3eb8db1d8d716dff0e232e17478eb6cc8a8ad53f,1586184.326,4747.110259,
0x322eb265bfb9f34074efabb45781a11810af5ba8,1584516.649,4742.119256,
0x7343ea6c29aea9649718ff870ddf3687b4f39f81,1583546.9,4739.217006,
0x36ab3c6d200c068076a56252b2b3f731112da862,1574813.61,4713.080136,
0x7eb18dd49ca42b5b1c157ae66d03832b4a62b90e,1571976.572,4704.58949,
0xabcaf8787ab500b1f0f9f74302474692994ff359,1562929.61,4677.513869,
0x43a996fa50d2f378d707aca9ddcde1c30cb68f63,1538434.145,4604.204184,
0x0e414c1c4780df6c09c2f1070990768d44b70b1d,1534745.85,4593.165905,
0x839375339b030c4a8a2f8bcedd85c308d898307a,1528353.27,4574.034282,
0x001aba7087f49a135ffb121a40684416824e9c34,1519780.862,4548.378899,
0x31ea1b1d44b58dcd4dbab2611b53f9316dfa0a11,1498575.631,4484.916182,
0x91a6e42cc76f3c6cc5ddd6da4b2482e1bf732b0f,1493347.602,4469.269809,
0x080a61322706892c45fab93ba19367446f3579c4,1481347.862,4433.357155,
0xe3c22b9688e1f059785414ec2a86e48e82385e2b,1476010.399,4417.383271,
0x10cc553c2459dab3429c81b29317b9664164f243,1451220.494,4343.19239,
0xc526fb73c639aaf21aa9aafe7ac5249c249e2730,1449333.282,4337.544368,
0x40513d8f3838b1b6126b67d3f81d3349e42c1b8d,1425669.526,4266.72381,
0x0263e43c0de253a0fe354b60d35d2855c514a887,1422123.579,4256.111551,
0xd6dac4434169b1de3eb01960115d2ac29e205960,1412671.452,4227.823356,
0x0f45156f109e474295913d78036fa213b1745d5a,1404530.218,4203.458386,
0xbdd1ef7ceef672f712b161d05bc9d27ea00ab7ee,1398574.97,4185.635602,
0xa60aadf62907bf06dd714781d44bbd4c2d783259,1393595.725,4170.733786,
0x425df118975af86fea2a8451f4ff61c3e703f55d,1386382.96,4149.147525,
0xc935b59c7f810cec91e46b45f03a4ac4cc0e915e,1380633.217,4131.939776,
0xdde346eaecec99ff62b8454fbd721593d40e2fbc,1378533.174,4125.654794,
0x42d6fa96bd977503331ddf2e4e2e2b6d3e2a93fc,1376526.511,4119.649281,
0xf22eb9117d27a9205f2d091b0dbc22b6ed77a305,1363569.99,4080.873187,
0x489362c11acbeffdf713e68c834d64102d3f68ec,1361787.668,4075.539079,
0x4dc0427f5235baecf12ca3ada8c15c9f133614d4,1357299.485,4062.106907,
0xdadef83811243471424558e8d48b85bfcddaba2f,1344465.146,4023.696477,
0x47855a64a88e83699c09078bc261aaf203d1a624,1334264.75,3993.168875,
0x7e3b9e461d1ccd4d0ec4cf09fc1de9d6d4e335ac,1325735.741,3967.643376,
0x9540e8cc30dba8de0ee48b9150a9ae9be98c4583,1306851.93,3911.128171,
0xa39a64485f68dc2dd4bd09994501bde2d672214a,1306593.524,3910.354817,
0x7700733250c02c49b0c026feb67c7b2b58aef60c,1294311.497,3873.59734,
0x8d4ffd39fcc7f0f948e9a0bc3cd660d5f8bd0aa5,1294287.16,3873.524503,
0x2522d717ba90f0383d302b75ce20be472d2a9677,1291293.36,3864.5647,
0x27549f68a9b442872a7f9b437e37eaeba7eca0c2,1288507.743,3856.227943,
0xc77f18112f01c8885d095258fd0ea8e8018bb270,1284780.919,3845.074359,
0x5f8d97f2d7f16194e84d560ed3ebc54187f0a1d8,1283668.134,3841.74403,
0xa070c820cc88017985782ce13a152a6974418d31,1276142.35,3819.22097,
0x40a77bb6b57b2f0b13824dd3a03af7b92b377790,1274154.04,3813.270383,
0x397ede37691085504c1c28787393eee201cabc0c,1257775.92,3764.254175,
0xcafde322f75aaaa850212ddf1b774642e1134543,1257038.94,3762.048552,
0x6d69adae32b2294b2b3aa2ae5a06f5ce007f172a,1245180.622,3726.559143,
0xce6fe317459e87216654957c062841c9bb10120f,1237037.625,3702.188897,
0x2ee30fb5f777f249d980fec7b3c64e92c48b4b85,1225033.98,3666.264555,
0x9ca72f031f789f51bd35cc34583c7b7a7d0871a3,1208438.349,3616.597381,
0xbe0030b71e9eded2b417f2a459c0ce24a4e8089a,1188451.51,3556.781051,
0x11c4820c6869d43f3b49b7eb49dc6c09eed12cab,1187299.554,3553.333493,
0x2d19624dd8bc9bdb4ae1460cf0f9d6d3a2b04199,1186819.267,3551.896097,
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,1167029.606,3492.669877,
0xb53ed4b7b068d41b590927650f4dfb2f797c3b22,1158608.036,3467.465918,
0xf5d95ed1dd309de59552306cd7de3da5b4e2b119,1154338.046,3454.686753,
0xb25cd9449afed2fb8bd55657b7040ce15465e6fe,1151889.26,3447.35806,
0x6d4854423b82e1509978df9573508904b38c8998,1151809.703,3447.119964,
0x696c9b7dd5fcadbfa0b1170bee6517e87598dcdb,1141777.588,3417.095991,
0x4f7dd098060f64e698efde35d5e4eda655f65f07,1138909.63,3408.512805,
0x2ed7c7a444480e1034ec069106ec767b6e834fd0,1135007.922,3396.835828,
0x03a035ae39143092199a57798df11e399bd09c12,1123895.98,3363.580162,
0x2a978aa3ebf52885509f9fe553cb0218590e8a3c,1123266.247,3361.695506,
0x201f7c780b15bc9a204aca6243f8928dd6323284,1106053.545,3310.181573,
0xc7d10382078fc3ebe33cdf8c01000d72437050cf,1105400.49,3308.22712,
0x16ce1b15ed1278921d7cae34bf60a81227cfc295,1101045.14,3295.192489,
0x5bcbaba9704f625bdb7eb1d8a3c305737916e6ff,1088234.753,3256.853743,
0x6413a31e7a2fd12f834a69219949c2ed92e1f691,1078024.574,3226.296861,
0x28883a80c699c0e8edee3b85b53da66ccbf6d895,1077612.486,3225.063569,
0x66212a3c4eb5c934a5cb998c8f5d74138022767c,1070691.186,3204.349602,
0x1f1d92f248b27593ba5eb30dc084f9947cc83b64,1070093.995,3202.562337,
0x8d5aa0bcf33d2269ec300fd7b1285032197f2c98,1066185.259,3190.864324,
0x5ea7905ac8fdc4fe5f8458b4e716cd1443d941af,1062040.215,3178.459095,
0x0ca183df86b547615d39b02ffc5af4078ad86b92,1057922.91,3166.136883,
0x8687e21a092923f411f2f61a3c553fd2b979738b,1043279.742,3122.313015,
0x5a750001557da504e3ad0fa7244c0eb0e9b28258,1029329.291,3080.5623,
0xb64d46504d892a88c3ae83cb3b49c82626d0d2c2,1014870.103,3037.289045,
0x295d3af54961de814ef4350beb31f6c9b7c9894e,1013511.47,3033.222947,
0x9a747d1e4ecc1b05b18787b5bd9bf1eba3aa1743,1008112.138,3017.063902,
0x1df7a126c7b9af4bcec07f86881728b6ce45768b,1003797.45,3004.150963,
0xb3d295b4c857f596d7656c949931ab9c6a058d39,997922.98,2986.569932,
0x9a80b66902b2053fee6d3afbef84d9cc0bd5c563,996521.9054,2982.376815,
0x3d3a1b6043cb3362c9f4d4bb61503c8cab0fb33b,995696.3867,2979.906214,
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,990117.44,2963.209621,
0x78ebe56bc138069557c89af35eb29023ff31ae2c,989534.54,2961.465126,
0x5882aa5d97391af0889dd4d16c3194e96a7abe00,974317.082,2915.922531,
0xa6076e139fb8089c9d123da690726b976e290799,972423.3641,2910.255038,
0xb49d3e5982012181d786e41d328da427c6a1a915,964868.1922,2887.644025,
0xcd7a011517f5c038995afaf5a84f4959e0f07c1d,961290.06,2876.935441,
0xe0777fec6460920b4dca782c357d9aeb2a248e55,959430.5,2871.370176,
0xcd5f3d55c0c6ea1433ce21750a2559337edc7d9e,959006.515,2870.10128,
0x514c8600681cf53121c88418d5355a9d7d305db2,958857.7948,2869.656192,
0x25d7fe5cf7d7613ca47fd8b69153240ecb70ed62,956762.19,2863.384495,
0xe262d54679746af1526f44a5f5c406f8e3f43bf3,953042.93,2852.253546,
0xacf217c69ac99ee22f0d7173cdfbc4520af90e8a,952006.45,2849.151583,
0xc4bd79660360fa7952cd57b1fef51693ed4e26d3,948203.2951,2837.769555,
0x5c24b7308637513f593b6e5005135186c85e9c11,946075.43,2831.40131,
0xc6493626be58dc647a5103970da5bcf9f7fdbfd2,943413.25,2823.433975,
0x58203dd7b18b262f7a422f75d79cbb230752a74e,937682.1514,2806.282023,
0x2787edcf644c430aef5e356ea84c8cd6afab6753,937308.0979,2805.162561,
0xe7abc176aa2adadab0ec48d24ec765e1dbc4aa82,933680.6272,2794.306317,
0x3298ad531e6997d11a307de9df5a208399708a59,932830.6061,2791.762386,
0x7a7acf2241c2b388b6b7eb8bba78f615f6f773b2,926175.4341,2771.84488,
0x3563dd31640773bdd22a258d1510b7ffad76b1c0,925568.95,2770.029803,
0xc383ad9f998e3a64e9fcc8b4a09be768bc6795cd,921893.06,2759.028651,
0x75895dee1c1a5bb7e91c18af2625d343b52e9235,915465.6671,2739.79284,
0xe2f06ad6f6fdd5f14e794cd6de2a1b6ea2ceb578,913345.8528,2733.448689,
0x7aa7a54d58c8b2f2a8559301c880d3ced10b7e55,909409.45,2721.667878,
0xb8a16dc085f9cfd934e53e8cea71647488f89800,902650.0088,2701.438317,
0x63883d5e004a1cd3824ff26b74a297a77398135d,900290.6298,2694.3772,
