user,total_volume,Percentage,Point
0x96e991667bfacc3a83728ae9d2c41a49fe7fcec6,1236109.306,0.0003678306156,3398.754888,
0x22206a58516b346238dc7d9868a193ddbac6857c,1235334.862,0.0003676001633,3396.625509,
0x558b85e5226dd5b2a17e22388f1a96e44f0474da,1229506.794,0.0003658658977,3380.600895,
0xee91d62eb5aaea933efbfd0790613af5db305006,1222428.216,0.0003637595162,3361.13793,
0x2932c3e41f92a3e4f5f36a81e346397de8620502,1192238.556,0.0003547759408,3278.129693,
0xa9415f0fd1bd620a5be9e4194bc821c8c9544064,1177145.336,0.0003502846322,3236.630001,
0xbfcc73dc4b03f0febb5ce1d53e5e410a3ee8cfc1,1176160.789,0.0003499916593,3233.922931,
0xb4bd96e23dea3ee89fdca95ce2a1f1dc0d7bcc77,1161177.785,0.0003455331477,3192.726285,
0x179330072d6eea791da09cf8044e4ae29c0f064c,1140327.61,0.0003393287347,3135.397508,
0x3ece735ff9724354bc2922f5910b32901ea277e4,1112998.514,0.0003311963809,3060.254559,
0x5e452abe0693b167bd8caaf65483fdccbecba05e,1109196.99,0.0003300651566,3049.802047,
0xea53edd16a6cf6f443a236a077888bc3edf4c86d,1107000.879,0.000329411657,3043.763711,
0x091c727246dd169c64ed8078175701d7d7374fd3,1105911.795,0.0003290875769,3040.769211,
0xb787218aa197777dfa7443ff31250174b6aacbaa,1091673.822,0.0003248507652,3001.621071,
0x418caebb1526a6a592f38f574985503bf2d00115,1058608.906,0.0003150115962,2910.707149,
0xaf253adaeb11014f254ce98c75d20490def8df23,1057756.135,0.000314757836,2908.362405,
0xbfc59f03368822bf381c1995df910a24300a23ab,1043268.085,0.0003104466086,2868.526663,
0xd0d9e3505349bc945a414a6ec8ff8bcadabf20e3,1025064.208,0.0003050296578,2818.474038,
0x7cf9f878942489b7a1725d628a9e59fb1b38ab27,1022634.985,0.0003043067908,2811.794747,
0x9376cfd0628838fab7d6b240efaa3a52c0f4f1b9,1011234.11,0.000300914218,2780.447374,
0xdadef83811243471424558e8d48b85bfcddaba2f,1008146.997,0.0002999955819,2771.959176,
0x68ffa45690849d6775f4c175e2b8831a1125d3ac,979501.6786,0.0002914715581,2693.197197,
0xd9144f78e0cf813d835da362f08c19554668d9fe,936204.673,0.0002785876132,2574.149546,
0x5fc8099c5e5eceeee13b1b53c1903d5c5973db8a,930908.5812,0.0002770116484,2559.587631,
0x4d60d71f411ab671f614ed0ec5b71beedb46287d,925032.7776,0.0002752631781,2543.431765,
0x42bf389b0ccfecd19ced32b661fda2239df2e209,922341.4261,0.0002744623092,2536.031737,
0xad63e4d4be2229b080d20311c1402a2e45cf7e75,913507.9596,0.0002718337233,2511.743604,
0x2a87662d4300c68148c394b40a9b41e264109530,913210.0438,0.0002717450722,2510.924467,
0x5c95a4c6f66964df324cc95418f8cc9ed6d25d7c,910199.2488,0.0002708491461,2502.64611,
0xf0bda04e12b8c3c117bcc2289289cb9e4c11ba64,904430.448,0.0002691325167,2486.784454,
0x37c1b5d0f1a76ddc361e9030bdc5960ae06239c6,893386.5916,0.0002658461823,2456.418725,
0x785dd25f14a00e422a0562696397ebcaeb5c8f1b,869598.4384,0.0002587675114,2391.011805,
0x31c5040a9ee9e632e04e3208ff13cc8fd61f69b5,859400.9481,0.0002557330312,2362.973209,
0x0c4e7870ff6f11e722b9c0e1ea8e930528afa6b5,855087.4965,0.000254449472,2351.113121,
0xbfe24b4d8b1e421ca8794f6416946db505d6dbd7,848792.0374,0.0002525761242,2333.803388,
0x61df2c422274b021460759f342e216010559d695,833621.3441,0.0002480617617,2292.090678,
0xbc8819c1821bc52b5d30d2dd52f0cb6110510005,811483.5176,0.0002414741806,2231.221429,
0x388a3c5da4ef7fe12ac6cd929ce1b560b6ddf3e2,808782.7361,0.0002406705056,2223.795472,
0x29998ebd5be758fdaa06f0ef48d6c890978b65de,800249.0995,0.0002381311405,2200.331739,
0xdde346eaecec99ff62b8454fbd721593d40e2fbc,800108.3935,0.0002380892705,2199.944859,
0x6720ddf5cd112a57ea30f1f16b70f6f213af71e8,793481.5433,0.0002361173103,2181.723947,
0xc36f2fe0f39a46a45c89bbf92d2531f7d1389062,783514.1239,0.0002331512926,2154.317944,
0xc526fb73c639aaf21aa9aafe7ac5249c249e2730,781527.0086,0.0002325599842,2148.854254,
0xc6610a8a8a00180170745c9cc91e137f24e4cabe,777490.0474,0.0002313587005,2137.754393,
0x14dbbeb5a9bccda3aed04ba62b14a2216ea5bcab,776935.3584,0.000231193641,2136.229243,
0x40143c9a472283cd01657368a68f20cb58dc170b,776437.0844,0.000231045369,2134.859209,
0x92cea8decafd67b90f6d5c61ddb4de1472ada07a,771222.5387,0.00022949367,2120.521511,
0x637157491b7310ad9ab5c7abd85921e4946ad353,748079.5075,0.0002226069688,2056.888392,
0x2dd2f761ea6aadc0cde1297cc5d2f595d2a4ef55,730537.6876,0.0002173870272,2008.656131,
0x66829cc57540959a3a698c0694cde4b96c19e99e,704035.1816,0.0002095006428,1935.78594,
0xd00dd1840f74889c1d97705932a4026c42fad0d3,692919.4102,0.0002061929086,1905.222476,
0x2174554559723810a94b004fcba92ccf9b3ff924,688397.0125,0.000204847173,1892.787879,
0x7d4c4d5380ca2f9c7a091bb622b80613da7eae8c,687153.9783,0.0002044772817,1889.370083,
0x3563dd31640773bdd22a258d1510b7ffad76b1c0,686468.3811,0.0002042732677,1887.484994,
0x2e9cef5d459f013bc6a48b2e636721fcf3f8939f,681451.935,0.0002027805175,1873.691981,
0xd65bf5e2843463ad1857cd1f464598d79332d0b6,674578.7744,0.0002007352624,1854.793824,
0x7eb18dd49ca42b5b1c157ae66d03832b4a62b90e,672908.8824,0.0002002383505,1850.202358,
0x523a16dcf25698a9992327bd0c1d9832c82b8a4d,672046.8026,0.0001999818203,1847.832019,
0x3be960f410100916b49c41bb8fc52eb5511ef307,660480.2228,0.0001965399385,1816.029031,
0x11d67fa925877813b744abc0917900c2b1d6eb81,653860.7118,0.0001945701622,1797.828298,
0x6a5f44d24dca8417db339203d9e07d23321f030b,644931.2579,0.0001919130132,1773.276242,
0xcfee9503f43805e134084c8e62d48b386c4775e5,638827.7859,0.0001900967953,1756.494389,
0x7066198169e53bc03047fa4e2557e81af81a770d,630153.5314,0.0001875155864,1732.644018,
0x9a4d392edea94ff73f0452ab482a0437eae9cad3,625390.5898,0.0001860982718,1719.548032,
0x61772964d9c1ccb4f00376a58aa83dca83b58b4f,616418.6384,0.0001834284768,1694.879126,
0x15cb069d10438707000a07a1408f107850e7e592,610576.063,0.0001816898943,1678.814623,
0x2bb285123d520f1f9555870c589ce4c3367cdbdd,601876.3895,0.0001791011214,1654.894361,
0xfcef95f24585fe3e99c85ccf17dba8e3d1cd36b3,599004.5399,0.0001782465414,1646.998043,
0x26fab83af0f1a06dcccb814fc39408dd83bb89bb,594388.486,0.0001768729364,1634.305933,
0x23f1104d2dfd458ff346d98285305f645b0103a7,591523.5727,0.0001760204205,1626.428686,
0x4b1f140a82cf40a955d1e8ca2aa52e128b593722,588441.0457,0.0001751031491,1617.953097,
0x887c3599c4826f7b3cde82003b894430f27d5b92,585933.5693,0.0001743569961,1611.058644,
0x136ea1a4965fbe2587cfdb26d08c7afdee0da608,582330.6563,0.0001732848727,1601.152224,
0x485aa53aac176ac4e660e543e142f21e05a81455,581541.9984,0.0001730501908,1598.983763,
0xc97cfd2c3a3e61316e931b784bde21e61ce15b82,580451.8071,0.0001727257812,1595.986218,
0x1d00fc664ec6c35b5d59f64a077f7cfec41f63f2,565259.8896,0.000168205103,1554.215152,
0xf7b7dd2cc91cdc39799e8aa9bada6bb6c99bbe5f,565151.083,0.0001681727253,1553.915982,
0x4b3764ab10efe2747c4f0e36bb442867abd3f9e6,559117.4196,0.0001663772804,1537.326071,
0x19c060d843b70ff2a9f5aeb011bc10bd252d71c2,555502.9663,0.000165301723,1527.38792,
0x0f1a9ae29cd413f92d329d3183d3c694bbced130,548645.3921,0.0001632611059,1508.532618,
0x4bd491088c70ef9acd752b2659b2d6271958220e,536267.3849,0.0001595777666,1474.498563,
0x5c98a04f663f32bb5e0778b1b9d8cb71cbdce3cb,532710.1338,0.0001585192309,1464.717693,
0x65e978bbc23cba90b3545b450f52fdd4701b5b3b,532331.4063,0.0001584065324,1463.67636,
0x8a56bd97ccd12235037b98e4e314668afa5b3926,523609.9462,0.0001558112765,1439.696195,
0x31e55af6c55476b3ca0a6e7689d2ee91f55840c4,519584.133,0.0001546133101,1428.626986,
0x5151e65d3537aef202007dc5f62d3bbdbd261073,501567.9505,0.0001492522118,1379.090437,
0x4f9ef082c23e82977ab4a3dc163afdc7bac6dd46,491627.9107,0.0001462943416,1351.759716,
0x5e45818d6fcd9023a1a07931cc6cf1dd2dbe5c3d,475149.7346,0.0001413909098,1306.452006,
0xb93b29fa7e29810fe095e33f3662d99aa8775697,470418.8969,0.0001399831484,1293.444291,
0xe76d3088a17db308a64e7a7d321432f20246bc1a,467691.9794,0.0001391716961,1285.946472,
0x24c71a40bc5bd067bbc578ec16664e43755a3c38,464407.7242,0.0001381943961,1276.91622,
0x5e80f5aec40e58ab4447ffccdf7472e524dd14be,456405.5537,0.0001358131801,1254.913784,
0x8f25818ff64be1abee91abca70c306b33b602062,450652.9306,0.0001341013647,1239.09661,
0x8687e21a092923f411f2f61a3c553fd2b979738b,449271.5668,0.0001336903105,1235.298469,
0x17dfaeff54c975ff8871944da9ce2b10cdf4f184,449198.752,0.0001336686429,1235.098261,
0xb54a152bee6182e553e53cc54374e72253fd7b4e,448625.9263,0.0001334981865,1233.523243,
0x06fa8a80f50e473e8488e7586b8cb77cff64f54c,446210.7493,0.0001327794992,1226.882572,
0x836357ede28782e3fa971a6faa34d145405d91e9,439928.1628,0.0001309099819,1209.608233,
0xb6b7a79a02001b439a323111ea8b43b43f0cfb0f,436544.1868,0.0001299030079,1200.303793,
0xd0dc07b98769f23a7bdbef15a35faa256cb65dcf,434350.6914,0.0001292502867,1194.272649,
0x9d6dd96cbb7d508b7526086191b41040d297d457,432038.9584,0.0001285623814,1187.916404,
0x7c3d3c9ea0f11b162a4261a849033030b4cd3064,431287.7662,0.0001283388482,1185.850957,
0x2c7b847278e02c1e381edd68f7c571a7f7fe9323,426066.527,0.0001267851574,1171.494854,
0xbd9c944dcfb31cd24c81ebf1c974d950f44e42b8,420332.712,0.0001250789388,1155.729394,
0xcd5f3d55c0c6ea1433ce21750a2559337edc7d9e,418838.9687,0.0001246344437,1151.62226,
0x02f3aea6c18c92381efa520e187e25401c2de0ff,418507.2494,0.0001245357335,1150.710178,
0xf2830011799adb2ae035e033607254b25bfafd97,414850.4309,0.0001234475694,1140.655541,
0x59d5dc142928bda39749f9785c86b1af0d4e7621,413042.465,0.0001229095707,1135.684433,
0xa064b34dc0aeef23e48b400dc4b0a3f940b55865,405798.9831,0.0001207541186,1115.768056,
0x2312171890250347dbf1b082bdf7950504909e92,403472.977,0.000120061966,1109.372566,
0xb60c9094ff0dfff6aa266063a4c176b00ad07fe8,396964.5806,0.0001181252542,1091.477349,
0xd5b54e64991b6bd2e805023e881b2526422b9239,393422.5173,0.000117071238,1081.738239,
0x1b0a499198e39b5ecca58d929fc49f4264385e28,390856.1408,0.0001163075581,1074.681836,
0xb135d40581404474beca15ba408e2e67a178b4cd,390818.1679,0.0001162962584,1074.577428,
0x059b1556f02336ca73f22cf6a2fceef69d356c10,388405.6623,0.0001155783661,1067.944102,
0x9e3d762aea407706b8b262bf5889e69775dc6f9e,388377.3953,0.0001155699546,1067.866381,
0x56f2c4cb8518d0a4ec749593df574f7597a36140,385477.1569,0.000114706927,1059.892005,
0xd2f13a71f1844cc79db13665ba1870715bc794c0,384912.4303,0.0001145388806,1058.339257,
0x9ca72f031f789f51bd35cc34583c7b7a7d0871a3,384503.6153,0.000114417229,1057.215196,
0x0257e54fb88e143511cd2e4b94aae8e1fa6de520,381993.0991,0.0001136701715,1050.312384,
0x2e499920015744fff8f59689bb0226c91594a4bb,379157.2819,0.0001128263138,1042.515139,
0x578561c1a3bb34d69b970df4b1948f5779338905,372188.9427,0.0001107527362,1023.355283,
0xbc16de296c1bd19c7eb97d3cf899578e442b8246,371944.4127,0.0001106799711,1022.682933,
0xb7adb475e995b148159281bf65eed4115ccaeec0,368489.8058,0.0001096519794,1013.184289,
0xa7fe223e847227831dd3d518743073151adb2d14,368231.9128,0.0001095752378,1012.475197,
0x069cec7953453fb7c6f5b779ff935272f2668aaa,366258.448,0.0001089879914,1007.04904,
0x215014d827cf0ddf1c392e97e35529b0b2dbbbd9,365452.803,0.0001087482546,1004.833872,
0xb269c1e970fabfef968c27ce7eb2e54703d49e5a,365357.6117,0.0001087199284,1004.572138,
0x26ee053134eac5dd53d57528f882d0755cff57ad,365218.6151,0.000108678567,1004.189959,
0xd3d145099e8ac389d926ef7103eaa94a8f32984e,364612.9525,0.0001084983392,1002.524654,
0x7504b190858fbec33f9688708c5ff72229064166,363378.8292,0.0001081310996,999.1313599,
0x4b992d83fad4095a80309aeab5c3ffe8095223a7,360747.2947,0.0001073480305,991.8958018,
0x8b6e458f75ff0f88e3279c7395ef9decc77f4247,360679.9273,0.0001073279839,991.7105711,
0x9e4aac74c90387c0dd3dcfc67b382d0ae0961fa6,360584.7587,0.0001072996644,991.4488995,
0x39e5b47053edfe93c0993802237b5372ecd942a1,358760.3822,0.0001067567824,986.4326695,
0x1e914cbc33a55cc4e8facb9f5af07b67fa414701,358416.1642,0.000106654353,985.486222,
0x66700d841ac51acefdcb56cfdc549faab0b99b2e,355312.1851,0.000105730698,976.9516498,
0xefbf09fe9c3acbd9b42e146091dbc0683242a4f5,353748.8782,0.0001052655028,972.653246,
0x07eac6dc2af876d2f0402f6804cc6ceaa0cd20cd,353161.5143,0.0001050907202,971.0382545,
0xe898854ca58defe8d7c2153392f6ad35dde846e5,352883.6748,0.0001050080431,970.2743186,
0x2918f8b4d0957c747780d7548fd17702856a0604,352730.8637,0.0001049625709,969.8541555,
0xb69fd1c676c391f701a2b5174d7661cf45b2bffe,351482.5519,0.0001045911092,966.4218492,
0x8a17a3dc0574bcc3fdb73b1a851d9677907a51c2,350895.9891,0.000104416565,964.8090604,
0x8f03a743e9048ff0ede090d4564421d2967d3545,349886.6128,0.0001041162036,962.0337212,
0x41ccbe5692a42cf6d95efde7773af6c83db8f646,345488.1563,0.0001028073493,949.9399076,
0xf9b8028f46202be8d137bdcab1620c63f5cd05d1,331244.7348,0.00009856891629,910.7767865,
0xd396c0de3572636946a2317af4c9829fe4dfc4d7,329279.56,0.00009798413673,905.3734234,
0x5ab8e8a5ac6ee75bdf3ae1e9bb5e354232768053,327531.059,0.00009746383306,900.5658175,
0x72744e5a7320a9debd689b7219b3370e9d6b1d63,326984.9221,0.00009730131841,899.0641821,
0x7c8da84c4a4b4ba9bdad65332c6fd46bbb04b884,326529.0345,0.00009716565936,897.8106925,
0xf5d95ed1dd309de59552306cd7de3da5b4e2b119,326285.6188,0.00009709322584,897.1414068,
0xa984ce40edccbf979c95a9c77c3a2078e1c346bc,321417.4774,0.00009564460683,883.7561671,
0x146c6c25a8dd33f972a6b48b2efdcab76a436456,319603.4804,0.00009510481344,878.7684761,
0xb38ed5261b999667a8f92c800843d3632fdb141c,319518.4196,0.00009507950179,878.5345965,
0x49e59de5dbf06ed83116afaa0570bfe13a8d5ba7,319469.4018,0.0000950649155,878.3998192,
0x710cd59ac16e1d3bb962637112d122bc6ba19a55,318201.8033,0.0000946877146,874.9144829,
0x945a226cdcc07268ac983f0f7bed07017d3e0cf2,314331.5544,0.00009353603972,864.273007,
0xe561db1ba7c6b42eb47f0eb477ea7666057bef13,311175.9132,0.00009259701156,855.5963869,
0x6890c1613db236ca117f9c19c003e78cacc7ac01,306697.536,0.00009126437517,843.2828266,
0xe61a92769cc12f55ce61ec7331783047fea0f318,305554.9293,0.00009092436825,840.1411626,
